Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
BMW,2017,X1,2017 BMW X1 Xdrive 25I,USED,Automatic,AWD,Premium,6.6,73826,Black / Black,"Berwick, VIC",4,SUV,4,5,37990
Subaru,2017,Outback,2017 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Premium,7.3,85091,Grey / Black,"Southport, QLD",4,SUV,4,5,31490
Jeep,2016,Grand,2016 Jeep Grand Cherokeeimited,USED,Automatic,Other,Diesel,-,110743,White / Grey,"Bairnsdale, VIC",-,,,,51990
Honda,2018,CR-V,2018 Honda CR-V VTI-LX (awd),USED,Automatic,AWD,Unleaded,7.4,110036,White / Black,"Vermont, VIC",4,SUV,4,5,35470
Lexus,2018,NX300,2018exus NX300 F Sport (fwd),USED,Automatic,Front,Premium,7.7,63994,Black / Black,"Southport, QLD",4,SUV,4,5,48990
Subaru,2016,Outback,2016 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Premium,7.3,89851,Grey,"Coburg North, VIC",4,SUV,4,5,27990
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,59306,Silver / Black,"Tweed Heads South, NSW",4,SUV,4,5,22990
Nissan,2012,X-Trail,2012 Nissan X-Trail ST (4X4),USED,Automatic,4WD,Unleaded,9.1,140519,Grey / Black,"Bairnsdale, VIC",4,SUV,4,5,14990
Mazda,2010,CX-9,2010 Mazda CX-9 Grand Touring,USED,Automatic,4WD,Unleaded,11.3,150486,Black,"Watsonia, VIC",6,SUV,4,7,16990
Toyota,2021,Yaris,2021 Toyota Yaris Ascent Sport,USED,Automatic,Front,Unleaded,4.9,25802,Black,"Preston, VIC",3,Hatchback,5,5,29690
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,62667,Silver / Black,"Tweed Heads South, NSW",4,SUV,4,5,22990
Renault,2016,Trafic,2016 Renault Trafic SWB,USED,Manual,Front,Diesel,6.2,207578,White / Charcoal,"Currumbin Waters, QLD",4,Commercial,4,3,19990
Mazda,2017,3,2017 Mazda 3 SP25 Astina,USED,Automatic,Front,Unleaded,6.1,52775,Blue / Black,"HEIDELBERG, VIC",4,Hatchback,5,5,28888
Holden,2018,Acadia,2018 Holden AcadiaTZ-V (2WD),USED,Automatic,Front,Unleaded,8.9,40752,White / Black,"Shepparton, VIC",6,SUV,4,7,44990
Subaru,2012,XV,2012 Subaru XV 2.0I-L,USED,Automatic,AWD,Unleaded,7.1,222127,Orange / Cloth,"Ringwood, VIC",4,SUV,4,5,15999
Holden,2012,Cruze,2012 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,7.4,123927,Grey / Black,"Ringwood, VIC",4,Sedan,4,5,12990
Mitsubishi,2003,Pajero,2003 Mitsubishi Pajero ExceedWB (4X4),USED,Automatic,4WD,Diesel,0,343128,Silver / Creameather,"Stanthorpe, QLD",4,SUV,4,7,9990
Holden,2016,Commodore,2016 Holden Commodore SS-V,USED,Automatic,Rear,Premium,11.7,115715,White / Black,"Southport, QLD",8,Sedan,4,5,46990
Mazda,2016,CX-5,2016 Mazda CX-5 GT (4X4),USED,Automatic,AWD,Diesel,5.7,145056,Red /eather,"Epping, VIC",4,SUV,4,5,25705
Hyundai,2016,Tucson,2016 Hyundai Tucson Active X (fwd),USED,Automatic,Front,Unleaded,7.9,114321,-,"Ringwood, VIC",4,SUV,4,5,23805
Toyota,2020,RAV4,2020 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,6.5,59757,White,"Narre Warren, VIC",4,SUV,5,5,46888
Subaru,2019,Outback,2019 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Unleaded,7.3,55332,Blue / Black,"Lismore, NSW",4,SUV,4,5,32995
Hyundai,2019,Tucson,2019 Hyundai Tucson GO (fwd),USED,Automatic,Front,Unleaded,7.9,49864,White / Black,"Southport, QLD",4,SUV,4,5,27897
Holden,2017,Commodore,2017 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,9.8,89887,White / Black,"Lismore, NSW",6,Wagon,4,5,31995
Ford,2019,Ranger,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,8.9,149884,Blue,"Pakenham, VIC",5,Ute / Tray,4,5,44990
Toyota,2019,RAV4,2019 Toyota RAV4 Edge AWD,USED,Automatic,AWD,Unleaded,7.3,50044,Grey,"Narre Warren, VIC",4,SUV,5,5,49888
Nissan,2018,X-Trail,2018 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,7.9,74349,White / Black Cloth,"Berwick, VIC",4,SUV,4,5,26998
Ford,2016,Ranger,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.8,131953,White / Black,"Lismore, NSW",5,Ute / Tray,2,2,34995
Nissan,2016,X-Trail,2016 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,7.9,112951,White / Black,"Ashmore, QLD",4,SUV,4,5,21990
Ford,2021,Everest,2021 Ford Everest Trend (4WD),USED,Automatic,4WD,Diesel,7,36009,Silver,"Ferntree Gully, VIC",4,SUV,4,7,62990
Mercedes-Benz,2022,A180,2022 Mercedes-Benz A180,USED,Automatic,Front,Unleaded,5.7,6085,Black / Black,"Epping, VIC",4,Hatchback,5,5,57868
Toyota,2014,Corolla,2014 Toyota Corollaevin ZR,USED,Automatic,Front,Unleaded,6.6,70675,Silver / Black,"Lilydale, VIC",4,Hatchback,5,5,22888
Ford,2008,Falcon,2008 Ford Falcon XT,USED,Automatic,Rear,Unleaded,10.7,189976,-,"Dandenong, VIC",6,Wagon,4,5,9499
Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,70018,White,"Shepparton, VIC",4,Hatchback,5,5,30990
Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,54378,White,"Preston, VIC",4,Hatchback,5,5,33880
Holden,2016,Commodore,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,Rear,Unleaded,9.5,81000,Blue / 2016/04,"Dandenong South, VIC",6,Sedan,4,5,30000
Toyota,2020,Yaris,2020 Toyota Yaris Cross GX,USED,Automatic,Front,Unleaded,5.4,27785,Black,"Dandenong, VIC",3,SUV,4,5,37990
Nissan,2019,X-Trail,2019 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,Front,Unleaded,8.1,92188,White,"Shepparton, VIC",4,SUV,4,7,30990
Ford,2013,Fiesta,2013 Ford Fiesta CL,USED,Manual,Front,Unleaded,6.1,35222,Red / Grey,"Southport, QLD",4,Hatchback,5,5,10987
Toyota,2021,Kluger,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,AWD,Hybrid,5.6,27083,Silver / Black,"Nunawading, VIC",4,SUV,5,7,74990
Renault,2020,Koleos,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,Front,Unleaded,8.1,42623,White,"Tweed Heads South, NSW",4,SUV,4,5,25990
Toyota,2020,Hilux,2020 Toyota Hilux SR5 (4X4),USED,Manual,4WD,Diesel,7.6,93954,White / Grey,"Loftville, NSW",4,Ute / Tray,4,5,54990
Volvo,2016,XC60,2016 Volvo XC60 T5uxury,USED,Automatic,Front,Premium,7,61577,Black / Black,"Burwood, VIC",4,SUV,4,5,31690
Subaru,2011,Impreza,2011 Subaru Impreza WRX AWD,USED,Manual,Other,Premium,-,160462,Black / Black,"Pakenham, VIC",-,,,,22800
Toyota,2017,Hilux,2017 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,91361,White,"Tweed Heads South, NSW",4,Ute / Tray,4,5,44990
Ford,2017,Escape,2017 Ford Escape Titanium (awd),USED,Automatic,AWD,Diesel,5.6,30347,Red / Black,"Robina, QLD",4,SUV,4,5,29900
Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX,USED,Manual,Rear,Unleaded,10.9,142391,White,"Pakenham, VIC",4,Ute / Tray,2,2,16000
Holden,2011,Commodore,2011 Holden Commodore SS,USED,Automatic,Rear,Premium,14.6,291545,Green / Black,"Traralgon, VIC",8,Sedan,4,5,16990
Ford,2019,Ranger,2019 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.7,56459,White / Black,"Pakenham, VIC",5,Ute / Tray,2,2,43990
Toyota,2008,Hilux,2008 Toyota Hilux SR,USED,Manual,Rear,Unleaded,13,358301,White / Grey,"Lilydale, VIC",6,Ute / Tray,2,3,11494
Kia,2019,Sportage,2019 Kia Sportage SI (fwd),USED,Automatic,Front,Unleaded,7.9,93722,Red,"Coburg North, VIC",4,SUV,4,5,27990
Volkswagen,2013,Amarok,2013 Volkswagen Amarok TDI420 4Motion Perm,USED,Automatic,Other,Diesel,-,143561,White / Black Cloth,"Berwick, VIC",-,Ute / Tray,,,26999
Volkswagen,2020,Golf,2020 Volkswagen Golf R,USED,Automatic,AWD,Premium,7.3,36226,White /eather,"Southport, QLD",4,Wagon,4,5,50990
Toyota,1998,Land,1998 Toyotaand Cruiser Prado VX Grande,USED,Automatic,Other,Unleaded,-,334407,Green / Beige,"BAYSWATER NORTH, VIC",-,Wagon,,,11999
Kia,2007,RIO,2007 Kia RIOX,USED,Automatic,Front,Unleaded,6.7,175709,Burgundy,"Arundel, QLD",4,Hatchback,5,5,5499
LDV,2019,T60,2019DV T60uxe (4X4),USED,Manual,4WD,Diesel,9.6,38350,Red,"Labrador, QLD",4,Ute / Tray,4,5,26999
Ford,2010,Ranger,2010 Ford Ranger XL (4X4),USED,Manual,4WD,Diesel,9.3,389379,-,"Morwell, VIC",4,Ute / Tray,4,5,12999
Mazda,2020,CX-8,2020 Mazda CX-8 Sport (fwd),USED,Automatic,Front,Unleaded,8.1,95511,Silver,"Bendigo, VIC",4,SUV,4,7,38990
Audi,2015,Q3,2015 Audi Q3 1.4 Tfsi (110KW),USED,Automatic,Front,Premium,5.9,224604,Black / Fz/Black,"Burwood, VIC",4,SUV,4,5,16890
Volkswagen,2018,Golf,2018 Volkswagen Golf GTI Original,USED,Manual,Front,Premium,6.7,91000,Red,"Ferntree Gully, VIC",4,Hatchback,3,5,33990
Ford,2017,Ranger,2017 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9,192405,White / Black,"Pakenham, VIC",5,Ute / Tray,4,5,34990
Toyota,2019,Camry,2019 Toyota Camry Ascent Sport,USED,Automatic,Front,Unleaded,8.3,102436,Silver,"Bendigo, VIC",4,Sedan,4,5,31990
Nissan,2011,Murano,2011 Nissan Murano TI,USED,Automatic,4WD,Unleaded,10.9,165483,Black / Cream,"Ringwood, VIC",6,SUV,4,5,15877
Subaru,2013,XV,2013 Subaru XV,USED,-,Other,-,-,87857,White / Grey,"Epping, VIC",-,,,,25000
Mercedes-Benz,2017,C63,2017 Mercedes-Benz C63,USED,-,Other,Unleaded,-,37689,Black / Black,"Vermont, VIC",-,,,,109990
Mazda,2014,3,2014 Mazda 3 Maxx,USED,Automatic,Front,Unleaded,5.8,156603,White / Black,"Bendigo, VIC",4,Hatchback,5,5,19990
Kia,2012,Sorento,2012 Kia Sorento Platinum (4X4),USED,Automatic,AWD,Diesel,7.3,134686,Grey,"Ringwood, VIC",4,SUV,4,7,21990
Ford,2018,Ranger,2018 Ford Ranger XL 2.2 (4X4),USED,Automatic,4WD,Diesel,8,261533,White / Circuit Fabric,"Traralgon, VIC",4,Ute / Tray,4,5,23999
Nissan,2023,Qashqai,2023 Nissan Qashqai ST-L 2-Tone,NEW,Automatic,Front,Premium,6.1,13,Blue / Blue/Black,"Burwood, VIC",4,SUV,4,5,46990
Jeep,2017,Grand,2017 Jeep Grand Cherokeeimited (4X4),USED,Automatic,4WD,Diesel,7.5,124653,White,"Mitcham, VIC",6,SUV,4,5,34888
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,56867,Silver / Black,"Preston, VIC",4,Hatchback,4,5,24990
Lexus,2022,ES250,2022exus ES250uxury,USED,Automatic,Front,Premium,6.6,9126,Silver / Black,"Southport, QLD",4,Sedan,4,5,58980
Mercedes-Benz,2016,GLA250,2016 Mercedes-Benz GLA250 4Matic,USED,Automatic,AWD,Premium,7,19288,Grey,"Epping, VIC",4,SUV,4,5,44868
Ford,2006,Falcon,2006 Ford Falcon XR6,USED,Automatic,Rear,Unleaded,11.5,293168,Red,"Arundel, QLD",6,Sedan,4,5,7499
Toyota,2020,C-HR,2020 Toyota C-HR Standard (2WD),USED,Automatic,Front,Premium,6.4,48860,Red / Black,"Southport, QLD",4,SUV,5,5,33987
Toyota,2014,Estima,2014 Toyota Estima,USED,-,Other,Unleaded,-,70555,-,"Epping, VIC",-,Wagon,,,26000
Nissan,2018,Navara,2018 Nissan Navara ST (4X4) Black Edition,USED,Automatic,4WD,Diesel,7,45000,White,"Seymour, VIC",4,Ute / Tray,4,5,46990
Toyota,2021,Yaris,2021 Toyota Yaris SX,USED,Automatic,Front,Unleaded,4.9,16051,Silver,"Narre Warren, VIC",3,Hatchback,5,5,31990
Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,15603,White,"Bundoora, VIC",4,Sedan,4,5,43900
Nissan,2022,X-Trail,2022 Nissan X-Trail TI (4WD),USED,Automatic,4WD,Unleaded,8.3,8957,White / Black,"Berwick, VIC",4,SUV,4,5,45990
Honda,2018,CR-V,2018 Honda CR-V VTI (2WD),USED,Automatic,Front,Unleaded,7,44287,Silver / Black,"HEIDELBERG, VIC",4,SUV,4,5,30800
Holden,2018,Colorado,2018 Holden ColoradoS (4X4) (5YR),USED,Automatic,4WD,Diesel,8.6,173823,-,"Southport, QLD",4,Ute / Tray,4,5,34990
Hyundai,2014,Veloster,2014 Hyundai Veloster + Coupe D-CT,USED,Automatic,Front,Unleaded,-,145865,-,"Ringwood, VIC",-,Hatchback,,,20990
Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,7.9,56415,Silver / Cloth,"Bundoora, VIC",4,SUV,4,5,32888
Honda,2005,Accord,2005 Honda Accord Eurouxury,USED,Automatic,Front,Premium,9.4,191000,-,"Dandenong, VIC",4,Sedan,4,5,8800
Ford,2017,Ranger,2017 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,163415,Black / Ebony P375-H,"Traralgon, VIC",5,Ute / Tray,4,5,38999
Peugeot,2022,3008,2022 Peugeot 3008 GT,NEW,Automatic,Other,Unleaded,-,10,White / Nappaeather,"Bundoora, VIC",-,SUV,,,64930
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,61068,Grey,"Hallam, VIC",4,SUV,4,7,33750
Toyota,2023,RAV4,2023 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,6,18,White / Black,"Ringwood, VIC",4,SUV,5,5,52141
Mercedes-Benz,2021,GLC,2021 Mercedes-Benz GLC 200,USED,Automatic,Rear,Premium,7.8,24195,Silver / Artico Black,"Epping, VIC",4,SUV,4,5,67868
Lexus,2020,NX300,2020exus NX300 Sportsuxury (awd),USED,Automatic,AWD,Premium,7.7,44088,Black,"Berwick, VIC",4,SUV,4,5,64990
Honda,2022,CR-V,2022 Honda CR-V VTI (awd) 5,USED,Automatic,AWD,Unleaded,7.4,13084,Grey / Black,"Southport, QLD",4,SUV,4,5,41987
Mitsubishi,2017,Outlander,2017 Mitsubishi OutlanderS 7 Seat (2WD),USED,Automatic,Front,Unleaded,6.8,139746,Black,"Traralgon, VIC",4,SUV,4,7,22990
Holden,2010,Cruze,2010 Holden Cruze CDX,USED,Automatic,Front,Unleaded,7.5,137598,Gold / Grey,"Ringwood, VIC",4,Sedan,4,5,10990
Hyundai,2010,I30,2010 Hyundai I30 CW SX 2.0,USED,Automatic,Front,Unleaded,7.7,129000,Red,"Dandenong, VIC",4,Wagon,4,5,9800
Toyota,2010,Sai,2010 Toyota Sai G,USED,Automatic,Front,Other,-,79000,Silver / Brown Cloth,"EPPING, VIC",-,,,,17990
Mercedes-Benz,2011,Vito,2011 Mercedes-Benz Vito 113CDI SWB,USED,Manual,Rear,Diesel,7.4,116252,White,"Thomastown, VIC",4,Commercial,4,2,22990
Jeep,2020,Grand,2020 Jeep Grand Cherokee Night Eagle (4X4),USED,Automatic,AWD,Diesel,7.5,52500,Grey / Black,"Southport, QLD",6,SUV,4,5,57990
Toyota,2009,Aurion,2009 Toyota Aurion Prodigy,USED,Automatic,Front,Unleaded,9.9,200716,Silver / Black,"Ringwood, VIC",6,Sedan,4,5,11990
Volkswagen,2021,T-ROC,2021 Volkswagen T-ROC 110TSI,USED,Automatic,Front,Premium,6.2,35505,Grey / Black,"Burwood, VIC",4,SUV,4,5,39890
Hyundai,2013,Accent,2013 Hyundai Accent Elite,USED,Automatic,Front,Unleaded,6.4,106200,White / Black,"Dandenong, VIC",4,Sedan,4,5,14950
Ford,2015,Mustang,2015 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,Rear,Premium,12.6,88819,White / Black,"Southport, QLD",8,Coupe,2,4,45987
Subaru,2017,Outback,2017 Subaru Outback 3.6R,USED,Automatic,AWD,Premium,9.9,62033,Silver,"Lilydale, VIC",6,SUV,4,5,36990
Hyundai,2014,Veloster,2014 Hyundai Veloster SR Turbo,USED,Automatic,Front,Unleaded,6.4,58100,Red / Black,"Southport, QLD",4,Hatchback,3,4,21990
Jeep,2013,Wrangler,2013 Jeep Wrangler Unlimited Renegade Sport (4X4),USED,Manual,4WD,Unleaded,11.4,205015,Black,"Traralgon, VIC",6,SUV,4,5,24990
Ford,2019,Endura,2019 Ford Endura Titanium (awd),USED,Automatic,AWD,Diesel,6.7,56124,Grey / Black,"Berwick, VIC",4,SUV,4,5,39990
Toyota,2020,RAV4,2020 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,76487,White,"Preston, VIC",4,SUV,5,5,54990
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,58425,White / Black,"Tweed Heads South, NSW",4,SUV,4,5,22990
Ford,2013,Ranger,2013 Ford Ranger XL 2.2 (4X2),USED,Manual,Rear,Diesel,7.6,270663,White,"Southport, QLD",4,Ute / Tray,2,2,14987
Lexus,2009,RX,2009exus RX,USED,Automatic,Other,-,-,247479,Blue / Blackeather,"Tweed Heads, NSW",-,,,,15990
Lexus,2019,NX,2019exus NX NX300 2WD F Sport,USED,Automatic,Front,Premium,-,46807,Grey,"Balwyn, VIC",-,Wagon,,,52990
Subaru,2022,Outback,2022 Subaru Outback AWD Sport,USED,Automatic,AWD,Unleaded,7.3,4994,White / Black,"Southport, QLD",4,SUV,4,5,45990
Hyundai,2013,I30,2013 Hyundai I30 Elite,USED,Automatic,Front,Unleaded,6.9,237639,Silver,"Traralgon, VIC",4,Hatchback,5,5,11990
Holden,2012,Captiva,2012 Holden Captiva 7 SX (fwd),USED,Automatic,Front,Unleaded,9,189350,Grey,"Ringwood, VIC",4,SUV,4,7,10999
Mazda,2016,CX-9,2016 Mazda CX-9 Touring (fwd),USED,Automatic,Front,Unleaded,8.4,140520,Blue,"Fawkner, VIC",4,SUV,4,7,32341
Toyota,2015,Landcruiser,2015 Toyotaandcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8,147531,White,"South Morang, VIC",4,SUV,4,7,47990
BMW,2012,320D,2012 BMW 320D Touringifestyle,USED,Automatic,Rear,Diesel,5.4,199599,Silver / Black,"Ferntree Gully, VIC",4,Wagon,4,5,13990
Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,30256,White,"Bundoora, VIC",4,Sedan,4,5,42877
Nissan,2021,X-Trail,2021 Nissan X-Trail Ti X-tronic 4WD,USED,Automatic,Other,Unleaded,-,23342,White / Black,"Berwick, VIC",-,Wagon,,,42990
Toyota,2015,Kluger,2015 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,10.2,90953,Black / Cloth,"Springvale, VIC",6,SUV,4,7,29888
Subaru,2019,Liberty,2019 Subaruiberty 2.5I Premium,USED,Automatic,AWD,Unleaded,7.3,142454,Grey,"Traralgon, VIC",4,Sedan,4,5,24999
Nissan,2019,X-Trail,2019 Nissan X-Trail ST-L (2WD),USED,Automatic,Front,Unleaded,7.9,135989,Black,"Boronia, VIC",4,SUV,4,5,24900
Land,2015,Rover,2015and Rover Discovery Sport SI4 SE,USED,Automatic,AWD,Premium,8,85014,White / Black,"Hume, ACT",4,SUV,4,5,28990
Nissan,2017,Navara,2017 Nissan Navara ST (4X2),USED,Automatic,Rear,Diesel,6.8,266100,White / Grey,"Ferntree Gully, VIC",4,Ute / Tray,4,5,23490
Nissan,2018,Qashqai,2018 Nissan Qashqai ST-L,USED,Automatic,Front,Unleaded,6.9,55218,White /eather,"Bundoora, VIC",4,SUV,4,5,31700
Holden,2019,Colorado,2019 Holden ColoradoTZ (4X4) (5YR),USED,Automatic,4WD,Diesel,8.7,112250,-,"Pakenham, VIC",4,Ute / Tray,4,5,41990
Holden,2019,Colorado,2019 Holden Colorado Z71 (4X4),USED,Automatic,4WD,Diesel,8.7,70132,-,"Pakenham, VIC",4,Ute / Tray,4,5,51990
GWM,2022,Haval,2022 GWM Haval H6 Ultra AWD,DEMO,Automatic,AWD,Premium,9.8,10,Blue / Charcoal Comfort,"Belconnen, ACT",4,SUV,4,5,41485
Mazda,2019,CX-5,2019 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,AWD,Unleaded,7.5,62320,Silver / Black,"Pakenham, VIC",4,SUV,4,5,34990
Toyota,2017,Kluger,2017 Toyota Kluger Grande AWD,USED,Automatic,Other,Unleaded,-,45342,White / Grey & Black,"Mulgrave, VIC",-,Wagon,,,52990
Mercedes-Benz,2017,CLA250,2017 Mercedes-Benz CLA250 Sport 4Matic S/Brake,USED,Automatic,AWD,Premium,7,79179,Grey / 2017/05,"Thornbury, VIC",4,Wagon,4,5,39990
Mitsubishi,2017,ASX,2017 Mitsubishi ASXS (2WD),USED,Automatic,Front,Unleaded,7.6,35920,Black / Black,"Belconnen, ACT",4,SUV,4,5,23990
Holden,2019,Commodore,2019 Holden Commodore RS,USED,Automatic,Front,Premium,7.9,70761,White / Black,"Robina, QLD",4,Wagon,4,5,27990
Jeep,2022,Compass,2022 Jeep Compass S-Limited (4X4),DEMO,Automatic,4WD,Unleaded,7.9,1500,Green / Black,"Traralgon, VIC",4,SUV,4,5,50499
Hyundai,2019,I30,2019 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,39993,White / 2019/04,"Thornbury, VIC",4,Hatchback,4,5,23950
Mercedes-Benz,2014,CLA45,2014 Mercedes-Benz CLA45 AMG,USED,Automatic,AWD,Premium,7,102088,Red / Black,"Ringwood, VIC",4,Sedan,4,5,39888
Kia,2018,Picanto,2018 Kia Picanto GT-Line,USED,Automatic,Front,Unleaded,-,42664,White / 2019/01,"Dandenong South, VIC",-,Hatchback,,,19900
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,54503,White,"Narre Warren, VIC",4,SUV,4,7,33888
Mazda,2012,CX-5,2012 Mazda CX-5 Grand Tourer (4X4),USED,Automatic,AWD,Diesel,5.7,133162,Blue,"Fyshwick, ACT",4,SUV,4,5,19830
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,59936,Red / Black,"Berwick, VIC",4,SUV,4,7,31990
Subaru,2004,Impreza,2004 Subaru Impreza RS (awd),USED,Manual,AWD,Unleaded,10.5,315334,Silver,"Arundel, QLD",4,Hatchback,5,5,4999
Hyundai,2020,I30,2020 Hyundai I30 Elite,USED,Automatic,Front,Unleaded,7.4,23977,Black,"Biggera Waters, QLD",4,Hatchback,4,5,32990
Nissan,2002,Navara,2002 Nissan Navara DX (4X4),USED,Manual,4WD,Diesel,0,263239,White,"Fyshwick, ACT",4,Ute / Tray,4,5,8999
Kia,2010,RIO,2010 Kia RIO SI,USED,Manual,Front,Unleaded,6.9,282390,Black,"Bayswater, VIC",4,Sedan,4,5,5999
Nissan,2008,Navara,2008 Nissan Navara ST-X (4X4),USED,Manual,4WD,Diesel,9.8,236147,Red,"Traralgon, VIC",4,Ute / Tray,4,5,14990
Volkswagen,2013,Golf,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,Front,Premium,5.2,136788,Silver,"Fawkner, VIC",4,Hatchback,5,5,16711
Jeep,2011,Wrangler,2011 Jeep Wrangler Renegade (4X4),USED,Automatic,4WD,Unleaded,11.6,215000,Black / Black,"Southport, QLD",6,SUV,2,4,21990
Holden,2016,Cruze,2016 Holden Cruze CD,USED,Automatic,Front,Unleaded,7.4,121339,White / Black,"Lilydale, VIC",4,Wagon,4,5,14620
Nissan,2016,Juke,2016 Nissan Juke ST (fwd),USED,Automatic,Front,Premium,6.3,120648,Red / Grey,"Fyshwick, ACT",4,SUV,4,5,14990
Toyota,2016,86,2016 Toyota 86 GT,USED,Manual,Rear,Premium,7.8,68068,White / Grey & Black,"Vermont, VIC",4,Coupe,2,4,32470
Toyota,2018,Alphard,2018 Toyota Alphard,USED,-,Other,Unleaded,-,6500,Black / Black,"Vermont, VIC",-,Wagon,,,104990
Ford,2013,Focus,2013 Ford Focus Trend,USED,Automatic,Front,Unleaded,6.6,93500,Black / Black,"Fairfield, VIC",4,Sedan,4,5,14990
Subaru,2010,Forester,2010 Subaru Forester X,USED,Automatic,AWD,Unleaded,9.6,94800,White / Black,"Southport, QLD",4,SUV,4,5,16987
Toyota,2007,Camry,2007 Toyota Camry Ateva,USED,Automatic,Front,Unleaded,9.9,140824,Grey / Grey,"Southport, QLD",4,Sedan,4,5,12750
Mazda,2022,CX-5,2022 Mazda CX-5 Touring (awd),USED,Automatic,AWD,Unleaded,7.5,14528,Blue / Black,"Traralgon, VIC",4,SUV,4,5,39999
Hyundai,2016,Santa,2016 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,AWD,Diesel,7.8,88024,White / Blackeather,"Berwick, VIC",4,SUV,4,7,33988
Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,Front,Unleaded,7.4,55128,White / Black,"Ferntree Gully, VIC",4,Hatchback,4,5,24999
Holden,2017,Commodore,2017 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,9.5,80334,Grey /eather,"Bendigo, VIC",6,Sedan,4,5,32990
Toyota,2018,Camry,2018 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,77489,White / Black Cloth,"Berwick, VIC",4,Sedan,4,5,36499
Mercedes-Benz,2017,E300,2017 Mercedes-Benz E300,USED,Automatic,Rear,Premium,7.1,33145,Grey / Black,"Epping, VIC",4,Sedan,4,5,67868
Holden,2018,Commodore,2018 Holden Commodore RS-V (5YR),USED,Automatic,AWD,Premium,9.1,61620,White / Black,"Ashmore, QLD",6,Wagon,4,5,32990
Honda,2018,HR-V,2018 Honda HR-V VTI,USED,Automatic,Front,Unleaded,6.6,90227,Grey / Cloth,"Epping, VIC",4,SUV,4,5,26450
Mazda,2022,CX-5,2022 Mazda CX-5 Touring Active (awd),USED,Automatic,AWD,Diesel,6,14510,White / Black / Gr,"Bendigo, VIC",4,SUV,4,5,43990
Mitsubishi,2016,ASX,2016 Mitsubishi ASXS (2WD),USED,Automatic,Front,Unleaded,7.4,71605,White / Cloth,"Springvale, VIC",4,SUV,4,5,21988
