Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mercedes-Benz,2016,GLE63,2016 Mercedes-Benz GLE63 S,USED,Automatic,AWD,Premium,11.8,95795,Silver,"Port Macquarie, NSW",8,SUV,4,5,87990
Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,18839,White,"Preston, VIC",4,Sedan,4,5,41780
Holden,2009,Commodore,2009 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,10.9,153926,White,"Watsonia, VIC",6,Ute / Tray,2,2,13990
Toyota,2022,RAV4,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,Front,Hybrid,4.7,124,White / 2022/07,"Dandenong South, VIC",4,SUV,5,5,53990
Nissan,2011,Navara,2011 Nissan Navara ST-R (4X4),USED,Manual,4WD,Diesel,9.2,186177,Black,"Southport, QLD",4,Ute / Tray,4,5,14990
Jeep,2022,Gladiator,2022 Jeep Gladiator Rubicon (4X4),DEMO,Automatic,4WD,Unleaded,12.4,156,Black,"Port Macquarie, NSW",6,Ute / Tray,4,5,81888
Mazda,2019,CX-3,2019 Mazda CX-3 Maxx Sport (fwd),USED,Manual,Front,Unleaded,6.6,61579,Black / Black Cloth,"Berwick, VIC",4,SUV,4,5,25999
Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,4.2,40340,White / Black,"Fyshwick, ACT",4,Hatchback,5,5,31888
Mazda,2015,CX-5,2015 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,Front,Unleaded,6.4,107152,White / Cloth,"Nunawading, VIC",4,SUV,4,5,22990
Subaru,2021,Impreza,2021 Subaru Impreza 2.0I-S (awd),USED,Automatic,AWD,Unleaded,7.2,36649,Red / Black,"Berwick, VIC",4,Sedan,4,5,32990
Hyundai,2018,Tucson,2018 Hyundai Tucson Active X (fwd),USED,Automatic,Front,Unleaded,7.9,86864,Silver / Blackeather,"Port Macquarie, NSW",4,SUV,4,5,27990
Toyota,2012,HiAce,2012 Toyota HiAceWB,USED,Automatic,Rear,Diesel,8,202000,White / Grey Cloth,"EPPING, VIC",4,Commercial,4,3,22990
Toyota,2012,Estima,2012 Toyota Estima Aeras,USED,Automatic,Other,Unleaded,-,117874,White / Grey,"Dandenong, VIC",-,Wagon,,,18990
Honda,2011,CR-Z,2011 Honda CR-Zuxury Hybrid,USED,Automatic,Front,Hybrid,4.7,137269,Red / Black,"Fairfield, VIC",4,Coupe,2,4,17990
Mercedes-Benz,2015,A180,2015 Mercedes-Benz A180 BE,USED,Automatic,Front,Premium,5.8,56987,Grey,"Balwyn, VIC",4,Hatchback,5,5,26990
Subaru,2009,Forester,2009 Subaru Forester X,USED,Manual,AWD,Unleaded,9.3,166503,Grey / Grey,"Ringwood, VIC",4,SUV,4,5,14990
Toyota,2013,Hilux,2013 Toyota Hilux SR5 (4X4),USED,Manual,4WD,Diesel,8.3,203227,Grey / Black,"Port Macquarie, NSW",4,Ute / Tray,4,5,31990
Toyota,2019,Kluger,2019 Toyota Kluger GXL (4X4),USED,Automatic,AWD,Unleaded,9.5,34832,Silver /eather,"Phillip, ACT",6,SUV,4,7,49990
Jeep,2023,Compass,2023 Jeep Compass Night Eagle,NEW,Automatic,Front,Unleaded,7.9,22,-,"Ferntree Gully, VIC",4,SUV,4,5,42990
Ford,2018,Ranger,2018 Ford Ranger Wildtrak 3.2 (4X4) (5 YR),USED,Manual,4WD,Diesel,8.4,78806,Black / Grey,"Berwick, VIC",5,Ute / Tray,4,5,51990
Renault,2017,Master,2017 Renault Master Mid RoofWB AMT,USED,Automatic,Front,Diesel,-,119181,White / Black,"Ferntree Gully, VIC",-,Commercial,,,47990
Toyota,2018,RAV4,2018 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,7,31233,White / Black,"CAMBERWELL, VIC",4,SUV,4,5,35990
Isuzu,2021,D-MAX,2021 Isuzu D-MAX SX (4X4),USED,Automatic,4WD,Diesel,8,61749,Grey / Black,"Port Macquarie, NSW",4,Ute / Tray,4,5,57990
Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,85039,White / Black,"Southport, QLD",4,SUV,4,7,29990
Nissan,2018,X-Trail,2018 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,7.9,41834,Black / Cloth,"Springvale, VIC",4,SUV,4,5,29990
Toyota,2016,FJ,2016 Toyota FJ Cruiser,USED,Automatic,4WD,Premium,11.4,84213,Black /eather,"Phillip, ACT",6,SUV,4,5,48930
Mazda,2021,CX-3,2021 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,Front,Unleaded,6.3,30764,Blue / Black,"Nunawading, VIC",4,SUV,4,5,29900
Jeep,2022,Wrangler,2022 Jeep Wrangler Unlimited Night Eagle (4X4),DEMO,Automatic,4WD,Unleaded,9.7,1038,Blue,"Port Macquarie, NSW",6,SUV,4,5,76888
Mercedes-Benz,2019,GLC200,2019 Mercedes-Benz GLC200,USED,Automatic,AWD,Premium,7.2,58335,Grey / Black,"Burwood, VIC",4,SUV,4,5,55690
Holden,2018,Calais,2018 Holden Calais V,USED,Automatic,AWD,Premium,9.1,59507,Silver / Blackeather,"Berwick, VIC",6,Hatchback,5,5,32499
Audi,2015,Q7,2015 Audi Q7 3.0 TDI Quattro,USED,Automatic,AWD,Diesel,7.4,126292,Black,"Coburg North, VIC",6,SUV,4,7,29990
Ford,2017,Focus,2017 Ford Focus RS,USED,Manual,AWD,Premium,8.1,73329,Blue / Black,"Helensvale, QLD",4,Hatchback,5,5,47990
Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,7.4,58431,Silver,"Armidale, NSW",4,Sedan,4,5,14990
Hyundai,2019,I30,2019 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,40662,Grey / Grey Cloth,"Berwick, VIC",4,Hatchback,4,5,24999
BMW,2014,220I,2014 BMW 220I Sportine,USED,Automatic,Rear,Premium,6,88200,Blue / Black,"Ringwood, VIC",4,Coupe,2,4,24888
Volkswagen,2017,Tiguan,2017 Volkswagen Tiguan 110 TSI Trendline,USED,Automatic,Front,Premium,6.3,111221,Grey / Black,"Phillip, ACT",4,SUV,4,5,22670
Toyota,2017,Kluger,2017 Toyota Kluger Grande (4X2),USED,Automatic,Front,Unleaded,9.3,67307,Silver /eather,"Robina, QLD",6,SUV,4,7,43990
Ford,2018,Ranger,2018 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,4WD,Diesel,8.9,65078,White,"Armidale, NSW",5,Ute / Tray,4,5,57990
Jeep,2023,Grand,2023 Jeep Grand Cherokeeimited 7 Seat (4X4),NEW,Automatic,4WD,-,10.6,16,-,"Ferntree Gully, VIC",6,SUV,4,7,92990
Chrysler,2017,300,2017 Chrysler 300 Cuxury,USED,Automatic,Rear,Premium,9.7,79699,Black,"Bundoora, VIC",6,Sedan,4,5,42877
Subaru,2020,Liberty,2020 Subaruiberty 2.5I AWD,USED,Automatic,AWD,Unleaded,7.3,46649,Blue / Black,"Preston, VIC",4,Sedan,4,5,27990
Toyota,2000,Rav,2000 Toyota Rav 4 ACA21R Edge Wagon 5dr Auto 4sp 4x4 2.0i,USED,Automatic,Other,-,-,291391,Silver,"Macksville, NSW",-,Wagon,,,6250
Subaru,2011,Forester,2011 Subaru Forester S-Edition,USED,Automatic,AWD,Premium,10.5,182123,Silver,"Coburg North, VIC",4,SUV,4,5,15990
Mazda,2021,CX-5,2021 Mazda CX-5 GT (awd),USED,Automatic,AWD,Unleaded,7.5,49350,Grey / Black,"Berwick, VIC",4,SUV,4,5,44990
Volkswagen,2018,Passat,2018 Volkswagen Passat 132 TSI Comfortline,USED,Automatic,Front,Premium,6,92266,Black / Black Cloth,"Burwood, VIC",4,Sedan,4,5,25888
Nissan,2013,Dualis,2013 Nissan Dualis TI (4X2),USED,Manual,Front,Unleaded,8.1,104211,Grey / Slate,"Fawkner, VIC",4,SUV,4,5,16990
Toyota,2007,HiAce,2007 Toyota HiAceWB,USED,Manual,Rear,Unleaded,11.6,89846,Silver,"Fyshwick, ACT",4,Commercial,4,3,19999
Toyota,2019,Camry,2019 Toyota Camry Ascent,USED,Automatic,Other,Unleaded,-,40181,Silver / 2Vfa20,"Coffs Harbour, NSW",-,,,,28490
Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,6.8,88865,Grey / Black,"Berwick, VIC",4,SUV,4,7,30990
Audi,2016,A4,2016 Audi A4 2.0 Tfsi S Tronic Sport,USED,Automatic,Front,Premium,5.3,64801,Grey / Blackeather,"Berwick, VIC",4,Sedan,4,5,32999
Subaru,2021,Forester,2021 Subaru Forester 2.5I (awd),USED,Automatic,AWD,Unleaded,7.4,69274,Grey,"Ferntree Gully, VIC",4,SUV,4,5,33933
Suzuki,2010,Grand,2010 Suzuki Grand Vitara (4X4),USED,Automatic,4WD,Unleaded,9.9,156933,Grey / Grey,"Ringwood, VIC",4,SUV,4,5,16950
Honda,2020,Civic,2020 Honda Civic Type R,USED,Manual,Front,Premium,8.8,24234,White,"Lavington, NSW",4,Hatchback,5,4,33270
Mazda,2019,3,2019 Mazda 3 Touring (5YR),USED,Manual,Front,Unleaded,5.9,11561,Silver / Black,"Epping, VIC",4,Hatchback,5,5,33868
Volkswagen,2013,Tiguan,2013 Volkswagen Tiguan 103 TDI Pacific,USED,Automatic,AWD,Diesel,6.2,149904,White,"Labrador, QLD",4,SUV,4,5,15990
Mazda,2022,CX-8,2022 Mazda CX-8 Touring (fwd),USED,Automatic,Front,Unleaded,8.1,30198,White / Black,"Ashmore, QLD",4,SUV,4,7,47990
Toyota,2012,Corolla,2012 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,6.6,123596,Red / Cloth,"Nunawading, VIC",4,Hatchback,5,5,15990
Holden,2013,Captiva,2013 Holden Captiva 5T (fwd),USED,Automatic,Front,Unleaded,8.8,155550,Black,"Lilydale, VIC",4,SUV,4,5,11499
Mazda,2020,CX-30,2020 Mazda CX-30 G25 Astina (fwd),USED,Automatic,Front,Unleaded,6.6,20304,White / Cloth,"Phillip, ACT",4,SUV,4,5,38100
Mitsubishi,2015,Lancer,2015 Mitsubishiancer ES Sport,USED,Automatic,Front,Unleaded,7.2,62061,Blue,"Coffs Harbour, NSW",4,Sedan,4,5,23990
Audi,2019,Q3,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,Front,Premium,7.2,51058,White / Black,"Burwood, VIC",4,SUV,4,5,44888
Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,56309,Silver,"Tweed Heads South, NSW",4,Hatchback,5,5,20990
Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (2WD),USED,Automatic,Front,Unleaded,6.5,4753,White,"Narre Warren, VIC",4,SUV,5,5,53990
Mazda,2017,CX-9,2017 Mazda CX-9 Touring (awd),USED,Automatic,AWD,Unleaded,8.8,106555,Grey / Black,"Helensvale, QLD",4,SUV,4,7,36888
Toyota,2023,Camry,2023 Toyota Camry Ascent,USED,Automatic,Other,Other,-,125,Brown / 2Zfa20,"Coffs Harbour, NSW",-,,,,48990
BMW,2008,323I,2008 BMW 323I,USED,Automatic,Rear,Premium,9,294600,Black,"Vermont, VIC",6,Coupe,2,4,13990
Toyota,2020,Camry,2020 Toyota Camry Ascent,USED,Automatic,Front,Premium,-,48304,White / Black Fabric,"Tweed Heads South, NSW",-,,,,37990
Mini,2016,Cabrio,2016 Mini Cabrio S,USED,Manual,Front,Premium,5.8,72134,- /eatheroun,"Lavington, NSW",4,Convertible,2,4,31990
Toyota,2015,Hilux,2015 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.3,198400,White,"Warragul, VIC",4,Ute / Tray,4,5,33990
Ford,2018,Ranger,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,8.7,86572,Black / Beige,"Phillip, ACT",5,Ute / Tray,4,5,42990
Subaru,2019,Forester,2019 Subaru Forester 2.5I-L (awd),USED,Automatic,AWD,Unleaded,7.4,73894,Blue / Black,"HEIDELBERG, VIC",4,SUV,4,5,33850
BMW,2006,323I,2006 BMW 323I,USED,Automatic,Rear,Premium,9,105282,Grey,"Vermont, VIC",6,Sedan,4,5,14990
Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,57719,Grey,"Tweed Heads South, NSW",4,Hatchback,5,5,20990
Nissan,2018,X-Trail,2018 Nissan X-Trail ST (4WD),USED,Automatic,4WD,Unleaded,8.3,104410,Grey / Black,"Ringwood, VIC",4,SUV,4,5,24888
Volkswagen,2013,Tiguan,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,AWD,Premium,8.8,66392,-,"Coffs Harbour, NSW",4,SUV,4,5,19999
Subaru,2016,Forester,2016 Subaru Forester 2.5I-S,USED,Automatic,AWD,Unleaded,8.1,168205,Black / Black,"Thomastown, VIC",4,SUV,4,5,25950
Audi,2018,Q7,2018 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,AWD,Diesel,5.9,191200,Grey / Black/Black,"Berwick, VIC",6,SUV,4,7,41990
Mazda,2021,CX-5,2021 Mazda CX-5 Akera (awd),USED,Automatic,AWD,Diesel,6,43000,Grey / 2021/04,"Thornbury, VIC",4,SUV,4,5,44950
Toyota,2012,Hilux,2012 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,9.3,306986,Black / Grey,"Pakenham, VIC",4,Ute / Tray,4,5,28990
Ford,2019,Ranger,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,8.9,96852,White / Blackeather,"Lavington, NSW",5,Ute / Tray,4,5,46990
Subaru,2015,Outback,2015 Subaru Outback 3.6R,USED,Automatic,AWD,Premium,9.9,134388,Silver / Black,"Batemans Bay, NSW",6,SUV,4,5,26888
Mazda,2014,2,2014 Mazda 2 NEO,USED,Automatic,Front,Unleaded,5.5,91003,Blue / Grey,"Ringwood, VIC",4,Hatchback,5,5,17990
Toyota,2021,Camry,2021 Toyota Camry Ascent Hybrid,USED,Automatic,Front,Hybrid,4.2,430,Silver,"Narre Warren, VIC",4,Sedan,4,5,49990
Subaru,2008,Liberty,2008 Subaruiberty 2.5I Heritage,USED,Automatic,AWD,Unleaded,9.3,210902,Black,"Ringwood, VIC",4,Wagon,4,5,9999
Audi,2010,Q5,2010 Audi Q5 2.0 TDI Quattro,USED,Automatic,AWD,Diesel,6.8,127153,Grey,"Coburg North, VIC",4,SUV,4,5,17990
Mazda,2012,2,2012 Mazda 2 NEO,USED,Automatic,Front,Unleaded,6.8,74183,Black / Cloth,"Epping, VIC",4,Hatchback,5,5,16705
Volkswagen,2014,Tiguan,2014 Volkswagen Tiguan 155 TSI R-Line (4X4),USED,Automatic,AWD,Premium,8.8,104786,Blue,"Watsonia, VIC",4,SUV,4,5,20990
Holden,2015,Captiva,2015 Holden Captiva 5T (fwd),USED,Automatic,Front,Unleaded,8.8,57146,White,"Coffs Harbour, NSW",4,SUV,4,5,15999
Volkswagen,2014,Amarok,2014 Volkswagen Amarok TDI420 4MOTION Perm Core,USED,Automatic,Other,Diesel,-,103554,Grey / 2015/01,"Dandenong South, VIC",-,Ute / Tray,,,33950
Ford,2016,Territory,2016 Ford Territory TX (rwd),USED,Automatic,Rear,Diesel,8.2,167230,Black / Black,"Fyshwick, ACT",6,SUV,4,5,16990
Toyota,2010,Camry,2010 Toyota Camry Touring SE,USED,Automatic,Front,Unleaded,8.8,70532,Blue / Grey,"Dandenong, VIC",4,Sedan,4,5,13999
Nissan,2015,X-Trail,2015 Nissan X-Trail ST-L (fwd),USED,Automatic,Front,Unleaded,7.9,74755,Brown / Black,"Epping, VIC",4,SUV,4,5,22868
Ford,2019,Ranger,2019 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.7,151974,White,"Pakenham, VIC",5,Ute / Tray,4,5,35990
Jeep,2022,Grand,2022 Jeep Grand Cherokee Night Eagle (4X4),NEW,Automatic,4WD,Premium,10.6,12,Red,"Coffs Harbour, NSW",6,SUV,4,7,75500
Nissan,2020,X-Trail,2020 Nissan X-Trail TI (4WD) (5YR),USED,Automatic,4WD,Unleaded,8.3,30620,Black,"Preston, VIC",4,SUV,4,5,38580
Land,2019,Rover,2019and Rover Range Rover Evoque D150 S (110KW),USED,Automatic,AWD,Diesel,5.7,33041,Silver / Ebony Grainedeather,"Phillip, ACT",4,SUV,4,5,58888
Honda,2013,CR-V,2013 Honda CR-V VTI (4X4),USED,Automatic,4WD,Unleaded,8.7,139448,Blue / Black,"Vermont, VIC",4,SUV,4,5,16990
Mazda,2018,3,2018 Mazda 3 SP25 GT,USED,Automatic,Front,Unleaded,6.1,83985,Blue / Black,"Pakenham, VIC",4,Hatchback,5,5,25990
Subaru,2018,Forester,2018 Subaru Forester 2.5I-S,USED,Automatic,AWD,Unleaded,8.1,82131,Black,"Southport, QLD",4,SUV,4,5,34987
Jeep,2022,Wrangler,2022 Jeep Wrangler Unlimited Overland,NEW,Automatic,Other,Unleaded,-,18,Green,"Coffs Harbour, NSW",-,SUV,,,79890
Honda,2015,Accord,2015 Honda Accord VTI-L,USED,Automatic,Front,Unleaded,8.1,117311,Grey / Black,"Nunawading, VIC",4,Sedan,4,5,22990
Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,Front,Hybrid,4.2,136121,White / Black,"Pakenham, VIC",4,Hatchback,5,5,25990
Hyundai,2016,Iload,2016 Hyundai Iload,USED,Automatic,Rear,Diesel,8.8,77715,White,"Vermont, VIC",4,Commercial,4,3,35970
Ford,2022,Mustang,2022 Ford Mustang GT 5.0 V8,USED,Manual,Rear,Premium,13,21786,Red / Cloth,"Springvale, VIC",8,Hatchback,2,4,69988
Toyota,2022,Hilux,2022 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,7.9,16362,Blue / Cloth,"Phillip, ACT",4,Ute / Tray,4,5,55850
Lexus,2015,IS200T,2015exus IS200Tuxury,USED,Automatic,Rear,Premium,7.5,50267,Silver / Black,"Berwick, VIC",4,Sedan,4,5,34724
Skoda,2023,Kodiaq,2023 Skoda Kodiaq Style (4X4) 132TSI,DEMO,Automatic,4WD,Premium,8.2,1566,Grey,"Coffs Harbour, NSW",4,SUV,4,7,65910
Holden,2016,Commodore,2016 Holden Commodore Evoke,USED,Automatic,Rear,Unleaded,8.6,147916,White,"Pakenham, VIC",6,Wagon,4,5,20888
Ford,2013,Ranger,2013 Ford Ranger XL 2.2 (4X2),USED,Manual,Rear,Diesel,7.6,210198,White,"Southport, QLD",4,Ute / Tray,2,2,14990
Kia,2018,RIO,2018 Kia RIO S,USED,Automatic,Front,Unleaded,6.2,91480,Red / Black Cloth,"Berwick, VIC",4,Hatchback,5,5,19999
Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse CrossS (awd),USED,Automatic,AWD,Unleaded,7.7,108824,Red,"Coffs Harbour, NSW",4,SUV,4,5,24999
Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,57453,Grey / Grey,"Preston, VIC",4,Hatchback,4,5,24990
Volkswagen,2014,Touareg,2014 Volkswagen Touareg 150 TDI,USED,Automatic,AWD,Diesel,7.2,69800,Black / Black,"Alphington, VIC",6,SUV,4,5,38990
Hyundai,2019,I30,2019 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,65105,Red / Black,"Ringwood, VIC",4,Hatchback,4,5,22999
Mercedes-Benz,2007,CLK63,2007 Mercedes-Benz CLK63 AMG,USED,Automatic,Rear,Premium,14.2,139012,Black,"Thomastown, VIC",8,Coupe,2,5,49990
Isuzu,2017,MU-X,2017 Isuzu MU-XS-T (4X4),USED,Automatic,4WD,Diesel,7.9,160782,White,"Lavington, NSW",4,SUV,4,7,36990
Mazda,2018,6,2018 Mazda 6 Atenza,USED,Automatic,Front,Unleaded,6.6,73542,Grey /eather,"Phillip, ACT",4,Sedan,4,5,29990
Mazda,2021,2,2021 Mazda 2 G15 Pure,USED,Automatic,Front,Unleaded,5.2,6385,Blue / Cloth,"Mulgrave, VIC",4,Hatchback,5,5,27950
Mazda,2021,CX-9,2021 Mazda CX-9 GT (fwd),USED,Automatic,Front,Unleaded,8.4,28426,Red,"Pakenham, VIC",4,SUV,4,7,54990
Mercedes-Benz,2017,A180,2017 Mercedes-Benz A180,USED,Automatic,Front,Premium,5.8,88000,Black,"Ashmore, QLD",4,Hatchback,5,5,30990
Ford,2017,Ranger,2017 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9,132795,White / Penta Fabric,"Wodonga, VIC",5,Ute / Tray,4,5,45990
Holden,2019,Astra,2019 Holden Astra R,USED,Automatic,Front,Premium,5.8,48316,Red,"Pakenham, VIC",4,Hatchback,5,5,22444
Subaru,2021,Forester,2021 Subaru Forester Hybrid (awd),USED,Automatic,AWD,Hybrid,6.7,56295,White,"Coburg North, VIC",4,SUV,4,5,41990
Ford,2014,Falcon,2014 Ford Falcon XR6 (lpi),USED,Automatic,Rear,LPG,13.9,152443,Silver / Shadow Grey,"Wodonga, VIC",6,Ute / Tray,2,2,21990
Toyota,2020,Yaris,2020 Toyota Yaris Ascent Sport,USED,Automatic,Front,Unleaded,4.9,18992,Black,"Preston, VIC",3,Hatchback,5,5,29880
Subaru,2013,Forester,2013 Subaru Forester 2.5iineartronic AWD,USED,Automatic,Other,Unleaded,-,219105,White,"Fyshwick, ACT",-,Wagon,,,13999
Toyota,2021,RAV4,2021 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,6.5,57954,White / Black Fabric,"Tweed Heads South, NSW",4,SUV,5,5,37990
Mercedes-Benz,2004,E500,2004 Mercedes-Benz E500 Avantgarde,USED,Automatic,Rear,Unleaded,12.5,184426,Black,"Ringwood, VIC",8,Sedan,4,5,9990
Holden,2012,Barina,2012 Holden Barina Classic,USED,Automatic,Front,Unleaded,7.6,93078,Grey / Black,"HEIDELBERG, VIC",4,Hatchback,5,5,13888
Mitsubishi,2018,ASX,2018 Mitsubishi ASX Black Edition (2WD),USED,Automatic,Front,Unleaded,7.6,79000,Black / Cloth,"Burwood, VIC",4,SUV,4,5,25490
Toyota,2018,Landcruiser,2018 Toyotaandcruiser Prado GXL (4X4),USED,Automatic,4WD,Diesel,8,152854,White / Grey Fabric,"Wodonga, VIC",4,SUV,4,7,49990
Mercedes-Benz,2020,C300,2020 Mercedes-Benz C300,USED,Automatic,Rear,Unleaded,7,24896,White / Blackeather,"Burwood, VIC",4,Sedan,4,5,62890
Honda,2019,Odyssey,2019 Honda Odyssey VTI-L,USED,Automatic,Front,Unleaded,7.8,90402,Blue,"Coburg North, VIC",4,Wagon,4,7,40990
Suzuki,2020,Swift,2020 Suzuki Swift GL Navi,USED,Automatic,Front,Unleaded,4.8,61841,Red / Black,"Ferntree Gully, VIC",4,Hatchback,5,5,20999
Toyota,2006,Estima,2006 Toyota Estima Aeras,USED,Automatic,Other,Unleaded,-,107421,White / Grey,"Dandenong, VIC",-,Wagon,,,15590
Kia,2017,Stinger,2017 Kia Stinger GT-Line (blackeather),USED,Automatic,Rear,Unleaded,8.8,31305,Red / Cloth,"Phillip, ACT",4,Sedan,4,5,43990
Volkswagen,2012,Tiguan,2012 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,AWD,Premium,8.8,105128,Grey / Black,"Wodonga, VIC",4,SUV,4,5,17990
LDV,2020,T60,2020DV T60 Trailrider (4X4),USED,Automatic,4WD,Diesel,9.6,27083,Grey,"Labrador, QLD",4,Ute / Tray,4,5,32999
Subaru,2019,Liberty,2019 Subaruiberty 2.5I,USED,Automatic,AWD,Unleaded,7.3,25084,White / Black,"Fawkner, VIC",4,Sedan,4,5,31990
Holden,2012,Barina,2012 Holden Barina CD,USED,Automatic,Front,Unleaded,6.7,120318,Black,"Ringwood, VIC",4,Hatchback,5,5,12990
Mazda,2016,CX-3,2016 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,6.1,72951,Red,"South Grafton, NSW",4,SUV,4,5,23999
Mercedes-Benz,2018,V250,2018 Mercedes-Benz V250 D Avantgarde,USED,Automatic,Rear,Diesel,6.3,82700,Grey / Blackeather,"Berwick, VIC",4,Wagon,4,7,79800
Toyota,2022,Yaris,2022 Toyota Yaris Ascent Sport,USED,Automatic,Front,Unleaded,4.9,19601,Black,"Preston, VIC",3,Hatchback,5,5,31880
Ford,2017,Ranger,2017 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.8,86285,White / Black,"Pakenham, VIC",5,Ute / Tray,2,2,41990
Lexus,2011,CT200H,2011exus CT200H Sportsuxury,USED,Automatic,Front,Hybrid,4.1,168378,Silver / Black,"Wodonga, VIC",4,Hatchback,5,5,18990
Renault,2018,Trafic,2018 Renault Trafic Traderife SWB (66KW),USED,Manual,Front,Diesel,6.6,120282,White / Cloth,"Belconnen, ACT",4,Commercial,4,3,26930
BMW,2021,X1,2021 BMW X1 Sdrive 18I M Sport,USED,Automatic,Front,Premium,5.8,36730,Grey / Black,"Ringwood, VIC",3,SUV,4,5,57349
Honda,2017,Civic,2017 Honda Civic RS,USED,Automatic,Front,Unleaded,6,54599,Silver / Black,"Ashmore, QLD",4,Sedan,4,5,29990
Holden,2019,Acadia,2019 Holden AcadiaT (awd),USED,Automatic,AWD,Unleaded,9.4,50347,Black / Black,"Wodonga, VIC",6,SUV,4,7,35990
Mazda,2020,CX-5,2020 Mazda CX-5 GT (4X4),USED,Automatic,AWD,Unleaded,7.5,63425,Blue / Black,"Pakenham, VIC",4,SUV,4,5,39990
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,46756,White / Grey,"Preston, VIC",4,SUV,4,7,34990
Subaru,2014,Forester,2014 Subaru Forester 2.5I-S,USED,Automatic,AWD,Unleaded,8.1,110582,Blue / Black,"Ringwood, VIC",4,SUV,4,5,24990
Nissan,2016,Pathfinder,2016 Nissan Pathfinder ST-L (4X4),USED,Automatic,4WD,Premium,10.3,93785,Grey / Blackeather,"Berwick, VIC",6,SUV,4,7,29888
Toyota,2011,RAV4,2011 Toyota RAV4 Cruiser (2WD),USED,Manual,Front,Unleaded,9.1,142255,Grey / Gray,"Bairnsdale, VIC",4,SUV,4,5,14590
BMW,2018,X4,2018 BMW X4 Xdrive 20D,USED,Automatic,AWD,Diesel,5.4,67000,Black / Brown,"Vermont, VIC",4,SUV,5,5,43990
Mercedes-Benz,2003,CLK320,2003 Mercedes-Benz CLK320 Elegance,USED,Automatic,Rear,Unleaded,0,92000,Black / Cream,"Southport, QLD",6,Coupe,2,5,13490
Citroen,2016,Berlingo,2016 Citroen Berlingo 1.6 HDIong,USED,Manual,Front,Diesel,5.8,142054,White,"Labrador, QLD",4,Commercial,2,2,16999
Mercedes-Benz,2020,CLA45,2020 Mercedes-Benz CLA45 S 4Matic+,USED,Automatic,AWD,Premium,8.9,46109,White / Black & Redeather,"Berwick, VIC",4,Sedan,4,5,109800
Toyota,2019,Corolla,2019 Toyota Corolla Corolla Hatch Ascent Sport 2.0L Petrol Auto CVT 5 Door,USED,-,Other,Unleaded,-,61947,White,"Wangaratta, VIC",-,Hatchback,,,28990
Volkswagen,2015,Golf,2015 Volkswagen Golf R,USED,Automatic,AWD,Premium,7.1,71233,Blue / 2016/01,"Dandenong South, VIC",4,Hatchback,5,5,37950
