Year,UORN_D,UORN_N,UORN_U,FuelConsumption,Kilometres,CylindersinEngine,Price
2019,0.0,0.0,1.0,8.8,89902,4,46990
2020,0.0,0.0,1.0,7.2,29840,4,41990
2016,0.0,0.0,1.0,6.2,197973,4,12990
2022,0.0,0.0,1.0,8.1,8130,4,32990
2013,0.0,0.0,1.0,5.4,136711,4,13999
2018,0.0,0.0,1.0,7.6,87333,4,31749
2013,0.0,0.0,1.0,8.4,160645,5,21995
2007,0.0,0.0,1.0,5.6,201167,4,7999
2021,0.0,0.0,1.0,6.9,19270,4,25990
2019,0.0,0.0,1.0,7.1,91185,4,26980
2010,0.0,0.0,1.0,8.1,220004,4,8999
2013,0.0,0.0,1.0,6.7,153035,4,8499
2014,0.0,0.0,1.0,10.4,290932,6,11999
2014,0.0,0.0,1.0,8.8,104878,4,18690
2016,0.0,0.0,1.0,5.2,166363,4,21999
2015,0.0,0.0,1.0,7.9,256000,4,17999
2011,0.0,0.0,1.0,8.1,138252,4,12990
2017,0.0,0.0,1.0,5.9,65568,6,44800
2016,0.0,0.0,1.0,6.1,60136,4,22990
2017,0.0,0.0,1.0,7.6,62677,4,41870
2021,0.0,0.0,1.0,4.7,52152,4,45998
2021,0.0,0.0,1.0,5.8,30444,4,36987
2017,0.0,0.0,1.0,4.1,98969,4,22995
2013,0.0,0.0,1.0,8.3,232243,6,15750
2019,0.0,0.0,1.0,7.6,71902,4,41990
2012,0.0,0.0,1.0,,46842,,16709
2022,0.0,0.0,1.0,4.8,11842,4,69990
2014,0.0,0.0,1.0,7.3,134401,4,17990
2023,1.0,0.0,0.0,9.5,15,4,51585
2016,0.0,0.0,1.0,6.4,20572,4,18980
2023,1.0,0.0,0.0,6.8,1598,4,66980
2013,0.0,0.0,1.0,8.9,195055,4,18495
2021,0.0,0.0,1.0,4.9,30935,4,19990
2019,0.0,0.0,1.0,7.4,79130,4,29990
2019,0.0,0.0,1.0,6.5,38356,4,46990
2018,0.0,0.0,1.0,,76800,,59990
2013,0.0,0.0,1.0,10.6,154231,6,16990
2017,0.0,0.0,1.0,6.8,110996,4,29990
2010,0.0,0.0,1.0,9.5,252000,4,8500
2018,0.0,0.0,1.0,9.1,53514,6,33980
2017,0.0,0.0,1.0,8.7,64219,4,29780
2006,0.0,0.0,1.0,9.8,227444,6,14988
2018,0.0,0.0,1.0,7.3,41117,4,27990
2010,0.0,0.0,1.0,7.3,144934,4,10850
2020,0.0,0.0,1.0,7.3,45154,4,27990
2016,0.0,0.0,1.0,5.7,93536,4,43362
2017,0.0,0.0,1.0,9.1,112332,4,36990
2022,0.0,0.0,1.0,,14742,,79990
2023,0.0,1.0,0.0,7.3,10,3,33690
2022,0.0,0.0,1.0,7.9,24177,4,41990
2020,0.0,0.0,1.0,,51897,,28868
2017,0.0,0.0,1.0,8.9,171684,4,22990
2021,0.0,0.0,1.0,4.8,15488,4,59490
2019,0.0,0.0,1.0,5.3,127743,4,27990
2019,0.0,0.0,1.0,7.4,57917,4,24990
2016,0.0,0.0,1.0,7.8,73252,4,35900
2022,0.0,0.0,1.0,8,26053,4,54998
2005,0.0,0.0,1.0,0,156223,8,24990
2016,0.0,0.0,1.0,4.8,85435,4,17715
2022,0.0,0.0,1.0,5.6,14399,4,38888
2018,0.0,0.0,1.0,7.2,58596,4,25498
2012,0.0,0.0,1.0,5.8,106291,4,10990
2022,1.0,0.0,0.0,6,3100,4,44844
2016,0.0,0.0,1.0,7.9,46203,4,28630
2021,0.0,0.0,1.0,6.3,37490,4,33450
2019,0.0,0.0,1.0,7.2,79663,4,31880
1998,0.0,0.0,1.0,,214234,,4999
2017,0.0,0.0,1.0,11.7,114870,6,50990
2018,0.0,0.0,1.0,7.5,55224,4,36850
2017,0.0,0.0,1.0,6.6,50401,4,25990
2017,0.0,0.0,1.0,7.9,44207,4,24950
2015,0.0,0.0,1.0,10.2,123960,6,26990
2020,0.0,0.0,1.0,7.2,36376,4,24990
2020,0.0,0.0,1.0,8.4,16557,4,39980
2022,0.0,0.0,1.0,7.9,9226,4,81895
2017,0.0,0.0,1.0,7.5,93985,6,47990
2015,0.0,0.0,1.0,5.8,89953,4,13970
2011,0.0,0.0,1.0,5.2,267628,4,10990
2015,0.0,0.0,1.0,,107397,,21835
2018,0.0,0.0,1.0,7.5,40545,4,38990
2012,0.0,0.0,1.0,6.7,116800,4,12499
2002,0.0,0.0,1.0,0,349275,6,16990
2021,0.0,0.0,1.0,6.2,37935,4,27998
2018,0.0,0.0,1.0,,9033,,53980
2023,1.0,0.0,0.0,9.4,18,4,41888
2013,0.0,0.0,1.0,6.6,229640,4,12990
2008,0.0,0.0,1.0,,142462,,7999
2011,0.0,0.0,1.0,8.4,99945,4,30660
2019,0.0,0.0,1.0,6.5,59838,4,36990
2017,0.0,0.0,1.0,8.9,223358,5,22999
2022,0.0,0.0,1.0,,15432,,42850
1998,0.0,0.0,1.0,,129115,,39999
2020,0.0,0.0,1.0,4.2,66543,4,34990
2021,0.0,0.0,1.0,7.4,33154,4,57980
2021,0.0,0.0,1.0,7.4,61248,4,59888
2020,0.0,0.0,1.0,5.8,27400,3,31990
2018,0.0,0.0,1.0,10,92715,5,38990
2019,0.0,0.0,1.0,7.8,75428,4,57990
2014,0.0,0.0,1.0,6.4,197781,4,11999
2018,0.0,0.0,1.0,7,101855,4,27895
2011,0.0,0.0,1.0,,306811,,20990
2010,0.0,0.0,1.0,7.9,213480,4,8999
2019,0.0,0.0,1.0,7.4,53740,4,23990
2019,0.0,0.0,1.0,8.1,77669,4,27880
2018,0.0,0.0,1.0,8,150419,4,57990
2021,0.0,0.0,1.0,6.7,15870,4,16990
2019,0.0,0.0,1.0,6.6,75132,4,32444
2017,0.0,0.0,1.0,7.4,93837,4,19990
2021,0.0,0.0,1.0,8.3,38120,4,41990
2014,0.0,0.0,1.0,7.4,123000,4,17900
2012,0.0,0.0,1.0,12.3,122644,8,39990
2021,0.0,0.0,1.0,6.6,15477,4,54990
2004,0.0,0.0,1.0,7.8,326000,4,6499
2016,0.0,0.0,1.0,9.1,68657,4,38980
2013,0.0,0.0,1.0,7.9,111419,4,17351
2016,0.0,0.0,1.0,,195831,,49950
2021,0.0,0.0,1.0,7.7,12012,4,58990
2018,0.0,0.0,1.0,7.4,133019,4,22999
2018,0.0,0.0,1.0,7.9,193175,4,34990
2022,0.0,0.0,1.0,7.8,10844,4,55990
2020,0.0,0.0,1.0,8.4,80242,4,27970
2022,0.0,0.0,1.0,6.9,2275,4,45790
2015,0.0,0.0,1.0,9.9,197307,6,18799
2021,0.0,0.0,1.0,8.2,10567,4,50950
2021,0.0,0.0,1.0,8,56019,4,51950
2007,0.0,0.0,1.0,8.2,145021,4,11995
2022,0.0,1.0,0.0,7.3,10,3,33990
2020,0.0,0.0,1.0,9.5,27317,4,58990
2016,0.0,0.0,1.0,7.6,86085,4,34995
2021,0.0,0.0,1.0,6.1,43883,4,51888
2021,0.0,0.0,1.0,6.5,41873,4,40990
2023,0.0,1.0,0.0,,20,,52585
2015,0.0,0.0,1.0,10.2,109798,6,26888
2012,0.0,0.0,1.0,7.3,104000,4,16990
2010,0.0,0.0,1.0,8.2,146000,4,9999
2012,0.0,0.0,1.0,9.1,106825,4,16990
2014,0.0,0.0,1.0,7.1,87336,4,16888
2019,0.0,0.0,1.0,7.5,44582,4,37895
2020,0.0,0.0,1.0,7.6,50433,4,28990
2019,0.0,0.0,1.0,7.4,63396,4,23750
2019,0.0,0.0,1.0,,57205,,23890
2022,0.0,0.0,1.0,6.9,23,4,41990
2017,0.0,0.0,1.0,6.4,89628,4,31990
2014,0.0,0.0,1.0,6,164244,4,8999
2018,0.0,0.0,1.0,7.9,86345,4,23980
2005,0.0,0.0,1.0,6.9,194000,4,5950
2015,0.0,0.0,1.0,9.2,229445,5,29864
2015,0.0,0.0,1.0,11.6,75230,6,38950
2016,0.0,0.0,1.0,9,152653,4,37990
2022,0.0,1.0,0.0,5,20,4,41485
2016,0.0,0.0,1.0,6.6,101869,6,48990
2019,0.0,0.0,1.0,6.7,60382,3,19990
2012,0.0,0.0,1.0,9.4,165668,6,21999
2015,0.0,0.0,1.0,6.8,354000,4,16990
2017,0.0,0.0,1.0,11.5,84855,8,51990
2016,0.0,0.0,1.0,5.9,115482,4,19995
2021,0.0,0.0,1.0,7.3,18975,4,24498
2018,0.0,0.0,1.0,8.8,105489,5,42990
2016,0.0,0.0,1.0,7.1,35845,4,20850
2012,0.0,0.0,1.0,8.4,151058,4,14990
2012,0.0,0.0,1.0,7.5,146495,4,10995
2023,1.0,0.0,0.0,6.9,150,4,28990
2019,0.0,0.0,1.0,9.6,22781,4,32888
2019,0.0,0.0,1.0,9.1,113178,6,26868
2023,0.0,1.0,0.0,6.9,10,4,29690
2017,0.0,0.0,1.0,,146699,,49888
2023,0.0,1.0,0.0,8.6,38,4,57490
2021,0.0,0.0,1.0,5.3,21116,3,28998
2023,1.0,0.0,0.0,9.4,674,4,40988
2021,0.0,0.0,1.0,6.1,24007,4,47999
2022,1.0,0.0,0.0,0,5,4,38290
2015,0.0,0.0,1.0,6.8,88459,4,50985
2012,0.0,0.0,1.0,6.1,193687,4,10990
2009,0.0,0.0,1.0,,82659,,11999
2005,0.0,0.0,1.0,,93895,,36995
2009,0.0,0.0,1.0,7.7,255090,4,2999
2023,0.0,0.0,1.0,,770,,47990
2019,0.0,0.0,1.0,7.4,38369,4,24977
2013,0.0,0.0,1.0,11,227525,6,14990
2022,0.0,0.0,1.0,7.1,16148,4,25990
2020,0.0,0.0,1.0,7.5,85131,4,39998
2023,0.0,1.0,0.0,7.3,10,3,35690
2023,1.0,0.0,0.0,8,2650,4,89990
2019,0.0,0.0,1.0,7.6,71297,4,25880
2017,0.0,0.0,1.0,7.4,61561,4,59870
2021,0.0,0.0,1.0,5.3,31872,3,27998
2018,0.0,0.0,1.0,7.5,35351,4,36400
2017,0.0,0.0,1.0,5.3,145449,4,17990
2017,0.0,0.0,1.0,6.6,96119,4,20990
2001,0.0,0.0,1.0,13,180818,4,7799
2017,0.0,0.0,1.0,,132445,,46950
2011,0.0,0.0,1.0,8.3,189101,4,8850
2014,0.0,0.0,1.0,7.1,28771,4,22990
2020,0.0,0.0,1.0,6.2,52937,4,26990
2017,0.0,0.0,1.0,5.2,67578,4,34382
2009,0.0,0.0,1.0,9.3,147589,4,13990
2015,0.0,0.0,1.0,7.7,83575,4,14990
2018,0.0,0.0,1.0,4.2,83667,4,31990
2020,0.0,0.0,1.0,7.4,65821,4,63990
2015,0.0,0.0,1.0,7.6,164857,4,27990
2019,0.0,0.0,1.0,7.6,51009,4,39990
2019,0.0,0.0,1.0,7.2,84161,4,22980
2020,0.0,0.0,1.0,6.1,27559,4,48990
2010,0.0,0.0,1.0,7.9,274000,4,9990
2017,0.0,0.0,1.0,4.1,78880,4,24980
2010,0.0,0.0,1.0,6.7,220102,4,8990
1996,0.0,0.0,1.0,8.5,159657,4,8888
2020,0.0,0.0,1.0,,53459,,28868
2020,0.0,0.0,1.0,6,24884,6,99880
2011,0.0,0.0,1.0,8.9,318254,6,9995
2019,0.0,0.0,1.0,7.6,72795,4,25950
2010,0.0,0.0,1.0,9.1,249125,4,12990
2012,0.0,0.0,1.0,,162075,,9990
2012,0.0,0.0,1.0,7.6,199749,4,17499
2020,0.0,0.0,1.0,6.8,28668,4,33990
2014,0.0,0.0,1.0,10.2,256861,6,19995
2014,0.0,0.0,1.0,6.1,65318,4,16999
2020,0.0,0.0,1.0,,41520,,29868
2010,0.0,0.0,1.0,12.2,266280,6,10499
2011,0.0,0.0,1.0,11,152819,6,19990
2016,0.0,0.0,1.0,7.3,128871,4,24980
2020,0.0,0.0,1.0,7.5,58529,4,37980
2021,0.0,0.0,1.0,6.7,48862,4,24410
2021,0.0,0.0,1.0,5.4,25123,3,29850
2021,0.0,0.0,1.0,7.4,23089,4,28990
2017,0.0,0.0,1.0,9.1,227000,4,34999
2012,0.0,0.0,1.0,7.1,53850,4,14990
2017,0.0,0.0,1.0,8.8,264054,4,19999
2018,0.0,0.0,1.0,6.9,37638,4,26880
2020,0.0,0.0,1.0,4.2,46085,4,33880
2017,0.0,0.0,1.0,7.6,66657,6,57800
2020,0.0,0.0,1.0,,41148,,44990
2019,0.0,0.0,1.0,7.6,90904,4,42990
2021,0.0,0.0,1.0,5.8,30865,4,49780
2021,0.0,0.0,1.0,8.1,25366,4,31890
2018,0.0,0.0,1.0,6.1,99862,4,23880
2018,0.0,0.0,1.0,9.9,26000,6,84999
2019,0.0,0.0,1.0,6.5,52843,4,38888
2023,0.0,1.0,0.0,9.7,30,4,57888
1999,0.0,0.0,1.0,0,299986,4,14999
2020,0.0,0.0,1.0,7.4,47908,4,26868
2004,0.0,0.0,1.0,11,242058,6,8499
2020,0.0,0.0,1.0,6.9,49667,5,47888
2012,0.0,0.0,1.0,9.5,211382,4,13990
2015,0.0,0.0,1.0,6.3,98715,4,18990
2023,0.0,1.0,0.0,8.1,25,4,61999
2016,0.0,0.0,1.0,7.1,212083,4,17999
2021,0.0,0.0,1.0,7.9,20218,4,36990
2014,0.0,0.0,1.0,7,101000,4,20888
2019,0.0,0.0,1.0,8.9,85431,5,49990
2021,0.0,0.0,1.0,6.8,41552,4,38990
2021,0.0,0.0,1.0,4.2,38000,4,59970
2005,0.0,0.0,1.0,7.8,232123,4,7999
2008,0.0,0.0,1.0,8.7,129807,4,9499
2018,0.0,0.0,1.0,7.2,94200,4,22888
2021,0.0,0.0,1.0,4,9925,3,41888
2016,0.0,0.0,1.0,8.2,155824,4,37980
2021,0.0,0.0,1.0,4.7,35430,4,52992
2007,0.0,0.0,1.0,9.7,175600,4,8800
2022,1.0,0.0,0.0,5,10,4,37881
2020,0.0,0.0,1.0,7.2,54124,4,26990
2009,0.0,0.0,1.0,10.7,285000,6,9499
2020,0.0,0.0,1.0,8.1,38256,4,48563
2021,0.0,0.0,1.0,8.5,6461,4,34990
2014,0.0,0.0,1.0,,177128,,29990
2017,0.0,0.0,1.0,9.1,139585,4,32995
2022,0.0,0.0,1.0,9,7411,4,55998
2011,0.0,0.0,1.0,9.3,148000,4,11800
2012,0.0,0.0,1.0,6.8,120316,4,17990
2022,0.0,0.0,1.0,7.8,4894,4,51990
2021,0.0,0.0,1.0,1.9,11941,4,56950
2017,0.0,0.0,1.0,8.7,134586,5,37990
2021,0.0,0.0,1.0,,33109,,31910
2010,0.0,0.0,1.0,10.1,178889,6,8999
2020,0.0,0.0,1.0,6.5,40395,4,44970
2021,0.0,0.0,1.0,8.5,44120,4,58990
2020,0.0,0.0,1.0,7.4,52898,4,25490
2005,0.0,0.0,1.0,12.9,162170,4,7990
2003,0.0,0.0,1.0,11.5,112694,6,7499
2018,0.0,0.0,1.0,7.3,85274,4,30850
2018,0.0,0.0,1.0,8.7,89111,5,45498
2020,0.0,0.0,1.0,7.4,52844,4,25490
2017,0.0,0.0,1.0,6.6,14171,4,30950
2018,0.0,0.0,1.0,7,51022,4,34480
2017,0.0,0.0,1.0,6.8,89564,4,27888
2022,0.0,0.0,1.0,7.4,12421,4,29990
2020,0.0,0.0,1.0,7.4,51232,4,25490
2019,0.0,0.0,1.0,7.6,72887,4,23499
2019,0.0,0.0,1.0,6.9,41828,4,33950
2013,0.0,0.0,1.0,8.7,126861,4,18881
2021,0.0,0.0,1.0,8,37605,4,73990
2016,0.0,0.0,1.0,9,116468,4,33990
2014,0.0,0.0,1.0,7.9,93689,4,21990
2013,0.0,0.0,1.0,5.9,69042,4,14990
2007,0.0,0.0,1.0,7.4,154427,4,9499
2017,0.0,0.0,1.0,6,116997,4,37990
2011,0.0,0.0,1.0,8.8,105993,6,17990
2018,0.0,0.0,1.0,9,123148,6,39900
2019,0.0,0.0,1.0,8.3,125697,4,19498
2023,0.0,1.0,0.0,8.2,20,4,54573
2013,0.0,0.0,1.0,,196980,,23950
2021,0.0,0.0,1.0,7.4,13424,4,29990
2021,0.0,0.0,1.0,5.9,9090,3,48995
2019,0.0,0.0,1.0,5.7,36019,4,56880
2016,0.0,0.0,1.0,9.6,79235,6,58490
2015,0.0,0.0,1.0,5.8,36500,4,19990
2012,0.0,0.0,1.0,9.1,183512,4,16995
2012,0.0,0.0,1.0,9.8,264835,4,13999
2019,0.0,0.0,1.0,7.5,94559,4,35970
2013,0.0,0.0,1.0,7.9,184515,4,13999
2021,0.0,0.0,1.0,8,35604,4,54990
2022,0.0,0.0,1.0,14.4,17194,8,109990
2018,0.0,0.0,1.0,6.4,147446,4,23998
2016,0.0,0.0,1.0,8.1,147648,4,
2013,0.0,0.0,1.0,6.8,94683,6,31538
2021,0.0,0.0,1.0,6.7,34082,4,23998
2016,0.0,0.0,1.0,8.3,124517,6,21940
2011,0.0,0.0,1.0,8.2,175452,6,9999
2021,0.0,0.0,1.0,4.7,60118,4,46990
2021,0.0,0.0,1.0,7.4,19795,4,27990
2019,0.0,0.0,1.0,7.4,73963,4,23888
2015,0.0,0.0,1.0,8.9,271216,5,26990
2013,0.0,0.0,1.0,4.6,82695,4,14990
2020,0.0,0.0,1.0,7.4,50695,4,25490
2013,0.0,0.0,1.0,8.1,199912,4,16799
2010,0.0,0.0,1.0,,192568,,28950
2019,0.0,0.0,1.0,6.4,32752,4,20790
2019,0.0,0.0,1.0,7.4,31617,4,26990
2018,0.0,0.0,1.0,6,58493,4,31990
2020,0.0,0.0,1.0,,42389,,29868
2006,0.0,0.0,1.0,9.3,409321,4,14999
2008,0.0,0.0,1.0,8.4,210137,4,7999
2011,0.0,0.0,1.0,7.2,94820,4,6999
2005,0.0,0.0,1.0,11,118126,4,9999
2019,0.0,0.0,1.0,8.6,101306,4,43990
2020,0.0,0.0,1.0,7.4,53374,4,25490
2011,0.0,0.0,1.0,11.5,271134,4,12990
2013,0.0,0.0,1.0,7.6,216315,4,12995
2020,0.0,0.0,1.0,7.6,46082,4,28990
2023,0.0,1.0,0.0,9,22,4,45185
2018,0.0,0.0,1.0,7.5,28561,4,28990
2017,0.0,0.0,1.0,9.1,99905,4,41990
2006,0.0,0.0,1.0,,355674,,4999
2006,0.0,0.0,1.0,17.1,167860,6,12499
2022,0.0,0.0,1.0,4.9,31600,3,35990
2020,0.0,0.0,1.0,10.8,56793,6,38990
2009,0.0,0.0,1.0,,120000,,23000
2014,0.0,0.0,1.0,,300903,,18990
2013,0.0,0.0,1.0,9.2,201113,4,11995
2008,0.0,0.0,1.0,6.7,249709,4,13988
2020,0.0,0.0,1.0,14,32563,8,102990
2013,0.0,0.0,1.0,5.4,138621,4,16500
2019,0.0,0.0,1.0,7.6,88989,4,28990
2015,0.0,0.0,1.0,13.8,92721,8,74900
2014,0.0,0.0,1.0,8.9,92611,6,69990
2013,0.0,0.0,1.0,6.9,116359,4,34888
2014,0.0,0.0,1.0,7.1,132201,4,11999
2017,0.0,0.0,1.0,8.8,93228,4,38990
2012,0.0,0.0,1.0,7.9,127800,4,10995
2012,0.0,0.0,1.0,10.9,113885,4,16888
2022,0.0,0.0,1.0,7.9,12880,4,39990
1999,0.0,0.0,1.0,0,473640,6,13988
2023,0.0,1.0,0.0,6.9,,4,27690
2019,0.0,0.0,1.0,7.2,69908,4,31950
2017,0.0,0.0,1.0,,129671,,37990
2007,0.0,0.0,1.0,10.5,265147,4,12988
2022,1.0,0.0,0.0,,20,,26990
2017,0.0,0.0,1.0,7.6,70069,4,47990
2013,0.0,0.0,1.0,6.6,122097,4,16999
2022,0.0,0.0,1.0,8.2,5900,4,44980
2017,0.0,0.0,1.0,6.7,156025,4,20990
2019,0.0,0.0,1.0,8.5,40440,4,66990
2015,0.0,0.0,1.0,11.4,77325,6,35990
2006,0.0,0.0,1.0,7.4,103279,4,6999
2016,0.0,0.0,1.0,,133167,,37970
2015,0.0,0.0,1.0,6.1,94051,4,20390
2022,0.0,0.0,1.0,7.4,11721,4,31990
2020,0.0,0.0,1.0,,54000,,44990
2023,0.0,1.0,0.0,7.3,,3,34690
2022,0.0,0.0,1.0,6.1,6715,4,65880
2011,0.0,0.0,1.0,8.3,98543,4,9999
2022,1.0,0.0,0.0,7.5,391,4,38798
2023,0.0,1.0,0.0,6.1,11,4,58231
2015,0.0,0.0,1.0,,108488,,32950
2011,0.0,0.0,1.0,8.9,361347,6,7999
2019,0.0,0.0,1.0,7.8,64721,4,47980
2016,0.0,0.0,1.0,5.7,94145,4,29888
2017,0.0,0.0,1.0,7.6,120941,4,27990
2019,0.0,0.0,1.0,7.9,71732,4,40980
2019,0.0,0.0,1.0,7.2,71000,4,31450
2020,0.0,0.0,1.0,7.4,24561,4,26990
2022,0.0,0.0,1.0,7.7,13516,4,49950
2023,1.0,0.0,0.0,5,500,4,37485
2014,0.0,0.0,1.0,7.3,52464,4,29490
2019,0.0,0.0,1.0,7.4,79233,4,21000
2015,0.0,0.0,1.0,,163065,,46490
2004,0.0,0.0,1.0,7.9,215000,4,5900
2008,0.0,0.0,1.0,7.6,128791,4,7990
2017,0.0,0.0,1.0,7.4,138589,4,19990
2023,0.0,1.0,0.0,8.1,9,4,28985
2007,0.0,0.0,1.0,11.5,209278,6,17999
2020,0.0,0.0,1.0,7.6,54500,4,26990
2014,0.0,0.0,1.0,9,116286,4,12500
2012,0.0,0.0,1.0,,118051,,17995
2016,0.0,0.0,1.0,6,118101,4,28888
2023,1.0,0.0,0.0,8.1,14,4,28490
2011,0.0,0.0,1.0,8.3,202257,4,9499
2006,0.0,0.0,1.0,,257314,,6999
2017,0.0,0.0,1.0,9.5,70925,6,46380
2021,0.0,0.0,1.0,6.7,23219,4,61990
2019,0.0,0.0,1.0,8.3,22140,4,50470
2022,0.0,0.0,1.0,7.5,12139,4,44990
2021,0.0,0.0,1.0,10.9,54016,4,37990
2016,0.0,0.0,1.0,6,72988,4,25687
2023,0.0,1.0,0.0,8.1,22,4,50820
2020,0.0,0.0,1.0,10.8,45098,6,38990
2018,0.0,0.0,1.0,,33766,,34950
2020,0.0,0.0,1.0,7.4,60101,4,25980
2006,0.0,0.0,1.0,12.6,332659,4,14999
2021,0.0,0.0,1.0,6.4,26871,4,61998
2014,0.0,0.0,1.0,8.4,72798,4,17988
2018,0.0,0.0,1.0,7.6,83521,4,24890
2018,0.0,0.0,1.0,8.8,69485,4,47990
2018,0.0,0.0,1.0,6.9,44043,4,33888
2019,0.0,0.0,1.0,6.9,63562,4,26490
2017,0.0,0.0,1.0,7,175835,4,29990
2015,0.0,0.0,1.0,9.9,91255,6,24479
2001,0.0,0.0,1.0,11.5,185630,6,5999
2003,0.0,0.0,1.0,0,392353,4,12999
2013,0.0,0.0,1.0,6.8,105221,4,17888
2020,0.0,0.0,1.0,7.5,13349,4,37950
2013,0.0,0.0,1.0,6.3,69032,4,21900
2021,0.0,0.0,1.0,0,62062,0,34960
2005,0.0,0.0,1.0,4.4,200030,4,12999
2022,0.0,1.0,0.0,6.2,,4,45485
2021,0.0,0.0,1.0,9.4,41114,4,35990
2022,0.0,1.0,0.0,7.5,20,4,41485
2014,0.0,0.0,1.0,7.3,105012,4,32999
2012,0.0,0.0,1.0,8.2,181070,4,12990
2015,0.0,0.0,1.0,,81017,,19995
2014,0.0,0.0,1.0,9.5,208033,6,20999
2014,0.0,0.0,1.0,5.9,178545,4,10505
2011,0.0,0.0,1.0,6.9,148711,4,11990
2014,0.0,0.0,1.0,6.9,104439,4,16990
2022,0.0,1.0,0.0,5,20,4,41485
2023,1.0,0.0,0.0,9.8,644,4,38920
2015,0.0,0.0,1.0,5.7,90364,4,19990
2014,0.0,0.0,1.0,,63882,,31297
2023,0.0,1.0,0.0,,,,21490
2021,0.0,0.0,1.0,9.5,28925,6,71995
2022,0.0,1.0,0.0,,23,,52990
2013,0.0,0.0,1.0,9.1,159220,4,27990
2013,0.0,0.0,1.0,11.6,88000,6,16600
2009,0.0,0.0,1.0,,162000,4,18000
2015,0.0,0.0,1.0,7.8,82177,4,32135
2021,0.0,0.0,1.0,8.1,18027,4,79800
2016,0.0,0.0,1.0,9.8,118199,6,29990
2002,0.0,0.0,1.0,6.7,125211,4,6990
2016,0.0,0.0,1.0,7.9,124889,4,14980
2013,0.0,0.0,1.0,7.8,167190,4,16990
2020,0.0,0.0,1.0,7.4,53544,4,25900
2022,0.0,0.0,1.0,,13,,56995
2011,0.0,0.0,1.0,9.9,162969,6,11999
2012,0.0,0.0,1.0,5.6,199499,4,13990
2009,0.0,0.0,1.0,8.5,253390,4,7999
2021,0.0,0.0,1.0,7.3,14060,4,34990
2015,0.0,0.0,1.0,7.5,145000,6,59950
2014,0.0,0.0,1.0,7.1,83257,4,19970
2013,0.0,0.0,1.0,7.3,204052,4,19999
2018,0.0,0.0,1.0,8.9,95842,4,27990
2023,0.0,1.0,0.0,7.7,10,4,33500
2023,0.0,1.0,0.0,8.6,22,4,43685
2004,0.0,0.0,1.0,8,249000,4,5590
2013,0.0,0.0,1.0,9.8,169433,4,15990
2010,0.0,0.0,1.0,,95000,,19000
2020,0.0,0.0,1.0,7.4,63851,4,25490
2018,0.0,0.0,1.0,,26356,,65987
2013,0.0,0.0,1.0,,123000,,19999
2022,0.0,1.0,0.0,5,22,4,40990
2014,0.0,0.0,1.0,6.3,142996,4,26990
2023,0.0,1.0,0.0,8.6,22,4,43685
2022,0.0,0.0,1.0,7.4,19260,4,31990
2022,0.0,0.0,1.0,8.6,6636,4,51990
2002,0.0,0.0,1.0,9.5,275123,4,9990
2011,0.0,0.0,1.0,5.5,114826,3,11990
2013,0.0,0.0,1.0,6.1,79150,4,15499
2012,0.0,0.0,1.0,7.3,234325,4,7999
2022,0.0,0.0,1.0,6.6,5941,4,42990
2022,0.0,1.0,0.0,8.1,20,4,34485
2022,0.0,1.0,0.0,8.1,20,4,31485
2019,0.0,0.0,1.0,7.3,57408,4,29950
2023,0.0,1.0,0.0,6.6,25,4,40888
2016,0.0,0.0,1.0,6,75148,4,36995
2015,0.0,0.0,1.0,6.2,135633,6,31995
2010,0.0,0.0,1.0,9.9,172917,6,10999
2012,0.0,0.0,1.0,8.7,123000,4,11999
2010,0.0,0.0,1.0,10.5,388076,4,10988
2013,0.0,0.0,1.0,5.7,101193,4,12982
2015,0.0,0.0,1.0,6.8,61395,4,23990
2016,0.0,0.0,1.0,7.4,76433,4,20999
2021,0.0,0.0,1.0,7.3,8939,3,27990
2019,0.0,0.0,1.0,6.6,161064,4,18745
2023,0.0,1.0,0.0,8.6,22,4,46685
2009,0.0,0.0,1.0,9.9,253115,4,18995
2022,0.0,0.0,1.0,8.6,13732,4,52990
2008,0.0,0.0,1.0,7.3,180950,4,9990
2021,0.0,0.0,1.0,8,47687,4,44990
2017,0.0,0.0,1.0,11.1,41212,8,288888
2023,0.0,1.0,0.0,,,,33990
2006,0.0,0.0,1.0,,130234,,16999
2013,0.0,0.0,1.0,8.8,96983,4,12990
2012,0.0,0.0,1.0,9.2,276562,5,21995
2018,0.0,0.0,1.0,6.9,36602,4,29201
2023,0.0,1.0,0.0,8.4,25,4,58990
2013,0.0,0.0,1.0,9.3,171533,6,12999
2012,0.0,0.0,1.0,17.2,27843,12,649880
2020,0.0,0.0,1.0,6.9,28997,4,34989
2016,0.0,0.0,1.0,7.2,59995,8,84990
2016,0.0,0.0,1.0,6.8,91756,4,28450
2023,0.0,1.0,0.0,,20,,52990
2022,0.0,0.0,1.0,7.5,1847,4,46990
2010,0.0,0.0,1.0,11.5,212587,4,10999
2010,0.0,0.0,1.0,8.8,205199,4,10990
2020,0.0,0.0,1.0,6.8,22758,4,31990
2018,0.0,0.0,1.0,7.5,73526,6,99760
2023,0.0,1.0,0.0,8.1,25,4,61800
2017,0.0,0.0,1.0,6.7,110922,4,17730
2014,0.0,0.0,1.0,7.1,95598,4,16995
2022,0.0,1.0,0.0,6.6,22,4,43340
2006,0.0,0.0,1.0,,218209,,13955
