Year,UORN_D,UORN_N,UORN_U,FuelConsumption,Kilometres,CylindersinEngine,Price
2016,0.0,0.0,1.0,,58327,,149990
2019,0.0,0.0,1.0,,47292,,34747
2016,0.0,0.0,1.0,8.9,33176,4,36990
2018,0.0,0.0,1.0,7.3,39299,4,54995
2022,0.0,0.0,1.0,7.2,5045,4,26880
2013,0.0,0.0,1.0,5.8,147216,4,16995
2021,0.0,0.0,1.0,5.8,20325,4,19777
2022,0.0,0.0,1.0,7.4,23999,4,28990
2018,0.0,0.0,1.0,7.9,17601,4,28990
2021,0.0,0.0,1.0,7.4,38823,4,24490
2013,0.0,0.0,1.0,6,102781,4,19990
2019,0.0,0.0,1.0,,79348,,94980
2021,0.0,0.0,1.0,8.1,32639,4,34990
2022,0.0,0.0,1.0,7.4,19089,4,29990
2022,0.0,1.0,0.0,,28,,52585
2017,0.0,0.0,1.0,5.9,95064,4,27990
2020,0.0,0.0,1.0,5.4,1842,3,27990
2021,0.0,0.0,1.0,7.6,10799,4,42990
2023,0.0,1.0,0.0,9,15,4,54993
2019,0.0,0.0,1.0,7.7,130234,4,26980
2014,0.0,0.0,1.0,8.3,163790,4,11899
2015,0.0,0.0,1.0,7.4,121211,4,13990
2020,0.0,0.0,1.0,4.7,65139,4,48990
2017,0.0,0.0,1.0,,170677,,36241
2016,0.0,0.0,1.0,8,138342,4,33888
2021,0.0,0.0,1.0,8.5,62986,4,29990
2019,0.0,0.0,1.0,3.5,23930,4,34516
1997,0.0,0.0,1.0,10.5,113704,4,8490
2012,0.0,0.0,1.0,8.3,104724,4,12990
2014,0.0,0.0,1.0,8.2,159945,6,20990
2009,0.0,0.0,1.0,7.4,215052,4,10999
2016,0.0,0.0,1.0,6.4,143400,4,15988
2019,0.0,0.0,1.0,7.3,48190,4,30990
2020,0.0,0.0,1.0,7.9,34039,4,31888
2018,0.0,0.0,1.0,7.6,120000,6,74990
2018,0.0,0.0,1.0,5,103279,3,20850
2013,0.0,0.0,1.0,5.9,45000,4,19990
2019,0.0,0.0,1.0,7.5,62352,4,37985
2015,0.0,0.0,1.0,9.9,112553,6,22988
2017,0.0,0.0,1.0,5.8,59555,6,69990
2021,0.0,0.0,1.0,,29331,,42950
2012,0.0,0.0,1.0,,213468,,12999
2021,0.0,0.0,1.0,7.3,23129,4,24970
2021,0.0,0.0,1.0,4.7,101234,4,50950
2018,0.0,0.0,1.0,7.9,70936,4,43936
2019,0.0,0.0,1.0,7.5,36131,4,47990
2015,0.0,0.0,1.0,6.5,64000,4,21450
2013,0.0,0.0,1.0,9,239106,4,17999
2019,0.0,0.0,1.0,7.5,177066,4,18999
2021,0.0,0.0,1.0,5.6,60294,4,63990
2022,0.0,0.0,1.0,,2051,,81970
2013,0.0,0.0,1.0,4.6,129907,4,19995
2016,0.0,0.0,1.0,7.8,119571,4,21990
2019,0.0,0.0,1.0,,64500,,39990
2020,0.0,0.0,1.0,8.6,15274,4,56705
2023,0.0,1.0,0.0,8,22,4,78309
2018,0.0,0.0,1.0,6.3,74114,4,25800
2011,0.0,0.0,1.0,9.2,241810,4,15990
2021,0.0,0.0,1.0,6.8,27843,6,102990
2012,0.0,0.0,1.0,11,133933,6,19990
2018,0.0,0.0,1.0,5.1,92387,4,29990
2016,0.0,0.0,1.0,9.4,96415,4,34990
2018,0.0,0.0,1.0,5.8,9118,4,21999
2010,0.0,0.0,1.0,12.8,133471,6,14490
2022,0.0,0.0,1.0,4.8,19448,4,69970
2014,0.0,0.0,1.0,8.2,228405,6,13990
2023,1.0,0.0,0.0,8.6,10,4,65490
2006,0.0,0.0,1.0,,234495,,12950
2017,0.0,0.0,1.0,7.6,55396,4,48888
2019,0.0,0.0,1.0,6,96596,4,27888
2018,0.0,0.0,1.0,7.3,67890,4,34990
2015,0.0,0.0,1.0,5.1,104975,4,10999
2008,0.0,0.0,1.0,,258711,,13990
2012,0.0,0.0,1.0,5.5,239566,4,9788
2018,0.0,0.0,1.0,7.4,46046,4,32748
2013,0.0,0.0,1.0,6.7,93644,4,13650
2008,0.0,0.0,1.0,,132287,,21999
2011,0.0,0.0,1.0,5.6,222238,4,13750
2011,0.0,0.0,1.0,10.3,198859,6,23990
2021,0.0,0.0,1.0,5.4,38632,3,29900
2007,0.0,0.0,1.0,10,299418,4,9990
2015,0.0,0.0,1.0,4.4,132816,4,22995
2010,0.0,0.0,1.0,,102000,,28000
2015,0.0,0.0,1.0,4.8,99210,4,16290
2012,0.0,0.0,1.0,6.4,110366,4,17990
2020,0.0,0.0,1.0,,119120,,34500
2017,0.0,0.0,1.0,6.9,123257,4,19880
2005,0.0,0.0,1.0,11.5,143159,4,10505
2022,0.0,1.0,0.0,6.1,12,4,62814
2009,0.0,0.0,1.0,12.3,167950,6,9999
2015,0.0,0.0,1.0,6.1,107400,4,31990
2022,0.0,0.0,1.0,6.9,14862,4,39999
2012,0.0,0.0,1.0,9.2,116392,4,17990
2020,0.0,0.0,1.0,8,90559,4,48990
2018,0.0,0.0,1.0,8.1,61983,4,32322
2006,0.0,0.0,1.0,,172080,,11840
2021,0.0,0.0,1.0,8.8,9750,4,39990
2016,0.0,0.0,1.0,,146000,,27999
2014,0.0,0.0,1.0,7,118288,4,23990
2021,0.0,0.0,1.0,8.1,44855,4,36888
2018,0.0,0.0,1.0,6.6,32862,4,25464
2020,0.0,0.0,1.0,6,35529,4,37450
2019,0.0,0.0,1.0,6.7,56644,4,36950
2009,0.0,0.0,1.0,7.1,101542,4,7999
2018,0.0,0.0,1.0,8,78500,4,43990
2023,0.0,1.0,0.0,7.3,10,3,30990
2009,0.0,0.0,1.0,,130910,,11999
2015,0.0,0.0,1.0,7.3,111589,4,17886
2018,0.0,0.0,1.0,6.4,116061,4,19990
2021,0.0,0.0,1.0,0,2118,0,114800
2017,0.0,0.0,1.0,7.2,69390,4,32999
2011,0.0,0.0,1.0,8.2,242000,6,14499
2022,0.0,0.0,1.0,8.4,13260,6,88990
2014,0.0,0.0,1.0,8.1,125747,4,29990
2016,0.0,0.0,1.0,7.9,56911,4,38900
2011,0.0,0.0,1.0,9.9,221175,4,13999
2020,0.0,0.0,1.0,7.2,54608,4,26490
2019,0.0,0.0,1.0,6,49303,4,34990
2012,0.0,0.0,1.0,6.4,153690,4,8488
2017,0.0,0.0,1.0,7.4,30694,4,31498
2018,0.0,0.0,1.0,7.9,44230,4,27987
2013,0.0,0.0,1.0,7.9,179237,4,9999
2011,0.0,0.0,1.0,7.6,186573,4,11990
2015,0.0,0.0,1.0,4.8,129024,4,22490
2022,0.0,1.0,0.0,6.9,10,4,27980
2019,0.0,0.0,1.0,8.2,53617,4,37990
2022,0.0,0.0,1.0,9.1,14742,6,145990
2016,0.0,0.0,1.0,10.6,199000,4,22900
2018,0.0,0.0,1.0,9.5,170427,6,37990
2021,0.0,0.0,1.0,10.5,35043,6,58990
2022,0.0,1.0,0.0,8.6,20,4,62109
2017,0.0,0.0,1.0,,8108,,26950
2009,0.0,0.0,1.0,9.2,123040,4,10999
2009,0.0,0.0,1.0,8.8,140991,4,13577
2012,0.0,0.0,1.0,8.2,99478,4,26990
2007,0.0,0.0,1.0,17.1,60919,12,99980
2009,0.0,0.0,1.0,9.2,66466,4,14990
2003,0.0,0.0,1.0,0,158925,6,10999
2020,0.0,0.0,1.0,7.9,68300,4,26990
2016,0.0,0.0,1.0,6.8,59685,4,22990
2019,0.0,0.0,1.0,7.9,21580,4,32999
2015,0.0,0.0,1.0,6.4,74706,4,23999
2013,0.0,0.0,1.0,7.4,135500,4,16990
2020,0.0,0.0,1.0,6.8,35612,4,32990
2015,0.0,0.0,1.0,,94153,,37990
2017,0.0,0.0,1.0,7.5,169949,6,32890
2018,0.0,0.0,1.0,,58834,,33950
2018,0.0,0.0,1.0,6.9,64213,4,23987
2010,0.0,0.0,1.0,6.7,169100,4,11999
2018,0.0,0.0,1.0,7.3,79981,4,35888
2019,0.0,0.0,1.0,7.2,94671,4,39780
2010,0.0,0.0,1.0,6.3,157346,4,10888
2015,0.0,0.0,1.0,7.9,214651,4,17978
2003,0.0,0.0,1.0,0,234800,4,10999
2007,0.0,0.0,1.0,6.7,173121,4,12990
2023,0.0,1.0,0.0,6.9,20,4,27690
2013,0.0,0.0,1.0,6.5,98984,4,17888
2018,0.0,0.0,1.0,6.9,41095,4,31990
2017,0.0,0.0,1.0,6.9,58517,4,30395
2010,0.0,0.0,1.0,10.1,185015,6,15699
2017,0.0,0.0,1.0,6.4,64660,4,32490
2018,0.0,0.0,1.0,7.5,108830,4,35990
2005,0.0,0.0,1.0,,343048,,5499
2018,0.0,0.0,1.0,6.9,62126,4,27990
2015,0.0,0.0,1.0,5.7,77281,4,22990
2009,0.0,0.0,1.0,9.4,114446,6,14499
2014,0.0,0.0,1.0,6.2,120000,4,25999
2011,0.0,0.0,1.0,8.7,209000,4,8999
2016,0.0,0.0,1.0,,81851,,33980
2017,0.0,0.0,1.0,6.3,20417,4,18495
2011,0.0,0.0,1.0,,191000,,10999
2013,0.0,0.0,1.0,9.9,128000,4,25500
2018,0.0,0.0,1.0,6,51911,4,36950
2015,0.0,0.0,1.0,7.2,93674,4,19990
2018,0.0,0.0,1.0,7.4,135264,4,19990
2016,0.0,0.0,1.0,5.8,90156,4,29288
2013,0.0,0.0,1.0,6.9,163958,4,13350
2002,0.0,0.0,1.0,0,335550,4,15999
2008,0.0,0.0,1.0,10.3,125823,4,33990
2018,0.0,0.0,1.0,7.2,108169,4,21990
2021,0.0,0.0,1.0,6.4,25937,4,38990
2003,0.0,0.0,1.0,14.5,50441,8,24990
2016,0.0,0.0,1.0,,60171,,41894
2019,0.0,0.0,1.0,8.1,59825,4,26999
2021,0.0,0.0,1.0,6.5,12843,4,48894
2008,0.0,0.0,1.0,8.2,205507,4,5999
2017,0.0,0.0,1.0,9.1,236601,4,25997
2018,0.0,0.0,1.0,8.3,19096,4,40932
2023,0.0,0.0,1.0,3.9,365,4,43487
2003,0.0,0.0,1.0,8,196590,4,6888
2018,0.0,0.0,1.0,5.5,59464,4,32999
2017,0.0,0.0,1.0,5.8,90797,4,17990
2012,0.0,0.0,1.0,8.1,168298,4,15990
2017,0.0,0.0,1.0,7.4,130813,4,34990
2019,0.0,0.0,1.0,5.8,76532,4,41990
2016,0.0,0.0,1.0,9.8,176909,6,23999
2020,0.0,0.0,1.0,8.4,53810,4,62990
2016,0.0,0.0,1.0,10.9,193000,4,16999
2021,0.0,0.0,1.0,8.3,23301,4,41990
2005,0.0,0.0,1.0,8.9,221000,4,6999
2020,0.0,0.0,1.0,5,11906,3,27990
2014,0.0,0.0,1.0,8.1,178097,4,21999
2021,0.0,0.0,1.0,6.8,23257,4,35868
2015,0.0,0.0,1.0,9.1,206732,4,21999
2019,0.0,0.0,1.0,8.4,88454,4,54950
2011,0.0,0.0,1.0,8.8,133853,4,14999
2020,0.0,0.0,1.0,7.9,101812,4,43990
2014,0.0,0.0,1.0,6.1,116155,6,47999
2019,0.0,0.0,1.0,10.2,85098,6,56888
2012,0.0,0.0,1.0,9,245713,4,24990
2022,0.0,0.0,1.0,5.8,19296,4,19987
2019,0.0,0.0,1.0,6.5,77769,4,33990
2013,0.0,0.0,1.0,11,180000,6,18990
2015,0.0,0.0,1.0,6.1,80000,6,54950
2022,0.0,1.0,0.0,,24,,52585
2013,0.0,0.0,1.0,8.1,167404,4,11900
1999,0.0,0.0,1.0,0,203255,4,9990
2022,0.0,0.0,1.0,7.3,22923,4,35950
2018,0.0,0.0,1.0,6.7,26504,4,37990
2019,0.0,0.0,1.0,11.1,51800,4,29888
2008,0.0,0.0,1.0,8.4,448298,4,8999
2016,0.0,0.0,1.0,4.9,84843,4,26888
2009,0.0,0.0,1.0,9.3,337240,4,11747
2017,0.0,0.0,1.0,7.3,95747,4,19999
2008,0.0,0.0,1.0,11.5,204205,6,11790
2022,0.0,0.0,1.0,13.2,15562,8,132990
2016,0.0,0.0,1.0,6.1,97487,4,17999
2012,0.0,0.0,1.0,8.5,299603,4,25999
2022,0.0,0.0,1.0,7.5,12400,4,48950
2021,0.0,0.0,1.0,,18840,,39747
2022,0.0,0.0,1.0,6.8,22857,4,37290
2009,0.0,0.0,1.0,,79752,,26990
2021,0.0,0.0,1.0,8.1,56225,4,35990
2012,0.0,0.0,1.0,4.4,129245,4,9798
2017,0.0,0.0,1.0,6.2,151295,4,28990
2020,0.0,0.0,1.0,6.9,63332,4,29995
2002,0.0,0.0,1.0,0,401300,6,19999
2023,0.0,1.0,0.0,8,22,4,73011
2022,0.0,0.0,1.0,,18705,,79990
2011,0.0,0.0,1.0,9.5,205997,6,27990
2021,0.0,0.0,1.0,7.9,41719,4,34990
2021,0.0,0.0,1.0,6.2,54581,4,24990
2019,0.0,0.0,1.0,6.3,24559,4,24999
2019,0.0,0.0,1.0,7.5,48187,4,49888
2014,0.0,0.0,1.0,6.8,320734,4,7490
2021,0.0,0.0,1.0,6.5,10136,4,35850
2018,0.0,0.0,1.0,7.3,21419,4,39880
2017,0.0,0.0,1.0,9,101530,4,39990
2022,0.0,0.0,1.0,8.2,11342,4,56990
2016,0.0,0.0,1.0,7.5,76522,4,29990
2012,0.0,0.0,1.0,12.2,104251,8,38990
2015,0.0,0.0,1.0,5.9,69093,4,27490
2021,0.0,0.0,1.0,5.8,24962,4,19868
2005,0.0,0.0,1.0,,114500,4,13999
2014,0.0,0.0,1.0,8.7,327316,4,23990
2020,0.0,0.0,1.0,7.4,64599,4,23832
2017,0.0,0.0,1.0,7,73743,4,25990
2013,0.0,0.0,1.0,9.8,204242,4,11999
2013,0.0,0.0,1.0,7,53000,4,29900
2022,1.0,0.0,0.0,5.8,10279,4,30990
2018,0.0,0.0,1.0,8,114199,4,33990
2019,0.0,0.0,1.0,7.9,20805,4,35990
2019,0.0,0.0,1.0,9.9,64933,6,38990
2012,0.0,0.0,1.0,9.3,182000,4,8990
2021,0.0,0.0,1.0,6.9,17670,4,25990
2018,0.0,0.0,1.0,6.6,94979,4,20990
2019,0.0,0.0,1.0,7.6,32351,4,29990
2019,0.0,0.0,1.0,8.4,28074,5,49990
2020,0.0,0.0,1.0,6.6,29457,4,40996
2015,0.0,0.0,1.0,9.5,102440,6,28888
2018,0.0,0.0,1.0,5.8,65000,6,66888
2022,0.0,0.0,1.0,7.6,9162,4,31990
2014,0.0,0.0,1.0,4.9,118729,4,18999
2010,0.0,0.0,1.0,9,49001,4,17990
2018,0.0,0.0,1.0,9.1,91744,4,41991
2020,0.0,0.0,1.0,8.1,50413,4,26998
2017,0.0,0.0,1.0,5,61480,4,38888
2021,0.0,0.0,1.0,7.3,25975,4,46490
2014,0.0,0.0,1.0,7.9,135486,4,22995
2021,0.0,0.0,1.0,6.7,29898,4,59900
2019,0.0,0.0,1.0,4.7,41266,4,53999
2008,0.0,0.0,1.0,8,156632,4,7999
2018,0.0,0.0,1.0,6.4,29921,4,32998
2011,0.0,0.0,1.0,8.2,235949,4,3200
2018,0.0,0.0,1.0,7.7,97343,4,23990
2019,0.0,0.0,1.0,7.4,36125,4,36987
2019,0.0,0.0,1.0,7.4,83669,4,55990
2016,0.0,0.0,1.0,8.4,168034,4,33990
2004,0.0,0.0,1.0,7.8,217362,4,6888
2019,0.0,0.0,1.0,6.7,28463,3,21990
2017,0.0,0.0,1.0,5,69953,3,31880
2018,0.0,0.0,1.0,6.2,109826,6,49800
2012,0.0,0.0,1.0,11.5,288950,8,42999
2014,0.0,0.0,1.0,5.4,101565,4,14812
2014,0.0,0.0,1.0,12.3,47300,8,54990
2012,0.0,0.0,1.0,11,225535,6,15999
2016,0.0,0.0,1.0,6,130695,4,19990
2018,0.0,0.0,1.0,7.1,47711,6,47990
2019,0.0,0.0,1.0,8.6,72818,4,42990
2014,0.0,0.0,1.0,8.7,110890,6,55990
2015,0.0,0.0,1.0,9.9,89000,6,23868
2022,1.0,0.0,0.0,6.6,1501,4,79990
2019,0.0,0.0,1.0,8.9,72109,4,38990
2018,0.0,0.0,1.0,7.3,78443,4,29498
2012,0.0,0.0,1.0,9,208205,6,16500
2022,0.0,0.0,1.0,7.7,10567,4,60990
2016,0.0,0.0,1.0,6.8,91101,4,19992
2021,0.0,0.0,1.0,7.9,40176,4,73999
2016,0.0,0.0,1.0,7.1,117614,6,38990
2021,0.0,0.0,1.0,6.7,30320,4,16990
2012,0.0,0.0,1.0,8.7,115512,4,21999
2014,0.0,0.0,1.0,7.4,111939,4,13999
2022,0.0,0.0,1.0,10.6,8504,6,99990
2017,0.0,0.0,1.0,9,159988,5,44990
2014,0.0,0.0,1.0,7.3,153317,4,16888
2019,0.0,0.0,1.0,6.8,86273,4,30490
2015,0.0,0.0,1.0,9,199112,4,17999
2021,0.0,0.0,1.0,6,57458,4,49990
2017,0.0,0.0,1.0,2.4,85305,4,40690
2013,0.0,0.0,1.0,8.9,87247,4,29995
2023,0.0,1.0,0.0,7.5,38,4,52990
2016,0.0,0.0,1.0,8.4,64404,4,36990
2013,0.0,0.0,1.0,6.4,121000,4,27990
2015,0.0,0.0,1.0,5.4,134600,4,26990
2022,0.0,0.0,1.0,10.6,2039,6,77990
2021,0.0,0.0,1.0,5.4,33213,3,29888
2019,0.0,0.0,1.0,7.7,66682,4,49888
2020,0.0,0.0,1.0,7.3,25693,3,29950
2020,0.0,0.0,1.0,7,89867,6,62990
2016,0.0,0.0,1.0,7.7,92355,4,36990
2018,0.0,0.0,1.0,6,32675,4,41999
2019,0.0,0.0,1.0,8.7,134266,5,37990
2017,0.0,0.0,1.0,8.8,105308,4,29990
2019,0.0,0.0,1.0,6.4,42597,4,51892
2004,0.0,0.0,1.0,19.1,221822,6,7999
2021,0.0,0.0,1.0,7.4,33425,4,24998
2002,0.0,0.0,1.0,8,128875,4,7450
2018,0.0,0.0,1.0,8.2,92818,4,24990
2014,0.0,0.0,1.0,9.1,117717,4,28886
2019,0.0,0.0,1.0,10.7,140579,8,97450
2021,0.0,0.0,1.0,4.7,89563,4,54990
2015,0.0,0.0,1.0,6.5,57316,4,15990
2011,0.0,0.0,1.0,9.3,219078,4,32990
2018,0.0,0.0,1.0,6.7,72283,4,39850
2021,0.0,0.0,1.0,7.6,44591,4,43990
2013,0.0,0.0,1.0,9.1,170161,4,25990
2016,0.0,0.0,1.0,5.4,92632,4,19990
2017,0.0,0.0,1.0,9.1,61257,4,47990
2022,0.0,0.0,1.0,7.7,16813,4,41990
2012,0.0,0.0,1.0,6.6,86009,4,11499
2020,0.0,0.0,1.0,7.4,59139,4,24950
2017,0.0,0.0,1.0,4.1,82635,4,32780
2014,0.0,0.0,1.0,5.8,94700,4,24888
2018,0.0,0.0,1.0,11.3,73645,8,79800
2013,0.0,0.0,1.0,,66604,,29950
2020,0.0,0.0,1.0,7.4,37004,4,26999
2018,0.0,0.0,1.0,6,39233,6,64999
2018,0.0,0.0,1.0,8.3,85822,4,40990
2023,1.0,0.0,0.0,6.5,1568,4,83680
2019,0.0,0.0,1.0,7.9,58761,4,36990
2018,0.0,0.0,1.0,8.4,69707,4,28990
2007,0.0,0.0,1.0,8.2,213011,4,13990
2015,0.0,0.0,1.0,6.9,105030,4,31932
2023,0.0,1.0,0.0,8.2,,4,57693
2017,0.0,0.0,1.0,9,259000,4,19999
2018,0.0,0.0,1.0,6.1,45700,4,17500
2021,0.0,0.0,1.0,7.4,24885,4,26990
2017,0.0,0.0,1.0,6.6,75906,4,15990
2020,0.0,0.0,1.0,8.3,59814,4,28990
2019,0.0,0.0,1.0,7.4,73004,4,33868
2016,0.0,0.0,1.0,6.6,50011,4,25990
2018,0.0,0.0,1.0,8.5,69860,5,57999
2021,0.0,0.0,1.0,,12929,,29747
2020,0.0,0.0,1.0,8.3,20161,4,41990
2018,0.0,0.0,1.0,5.4,66039,4,23990
2018,0.0,0.0,1.0,7,82084,4,30950
2018,0.0,0.0,1.0,6.1,59863,4,22888
2018,0.0,0.0,1.0,8.1,92492,4,39990
2021,0.0,0.0,1.0,7.9,34810,4,36990
2017,0.0,0.0,1.0,8.5,92068,5,44499
2020,0.0,0.0,1.0,6.4,45159,4,38990
2019,0.0,0.0,1.0,7.6,77823,4,25950
2015,0.0,0.0,1.0,7.4,118344,6,33990
2014,0.0,0.0,1.0,14,118687,8,54898
2019,0.0,0.0,1.0,,67598,,53995
2014,0.0,0.0,1.0,7.5,138373,6,64999
2020,0.0,0.0,1.0,8,49950,4,49890
2019,0.0,0.0,1.0,6.4,72934,4,25990
2009,0.0,0.0,1.0,10.1,71472,6,15990
2005,0.0,0.0,1.0,,65338,,19950
2023,0.0,0.0,1.0,11.5,2229,8,154000
2019,0.0,0.0,1.0,7.9,69559,4,28987
2017,0.0,0.0,1.0,8.8,110000,4,26999
2010,0.0,0.0,1.0,8.8,247000,4,10499
2019,0.0,0.0,1.0,7.8,50680,4,57990
2020,0.0,0.0,1.0,4.8,61141,4,47990
2020,0.0,0.0,1.0,7.4,54992,4,23498
2021,0.0,0.0,1.0,7.9,18949,4,37990
2013,0.0,0.0,1.0,5.4,146889,4,14980
2021,0.0,0.0,1.0,6.6,12351,4,57990
2021,0.0,0.0,1.0,6.5,27869,4,42495
2008,0.0,0.0,1.0,,81866,,19950
2014,0.0,0.0,1.0,8,140596,4,13999
2014,0.0,0.0,1.0,5.8,101855,4,24990
2014,0.0,0.0,1.0,,153995,,13999
2017,0.0,0.0,1.0,8.2,127183,4,20990
2016,0.0,0.0,1.0,9.8,66204,6,37800
2019,0.0,0.0,1.0,4.8,68582,4,53888
2019,0.0,0.0,1.0,7.3,4465,4,41990
2016,0.0,0.0,1.0,9.9,29034,6,30497
2014,0.0,0.0,1.0,8.1,132447,4,18980
2018,0.0,0.0,1.0,,26000,,63499
2019,0.0,0.0,1.0,7.2,75915,4,24497
2013,0.0,0.0,1.0,8.4,149471,4,11999
2018,0.0,0.0,1.0,6.1,64507,4,28888
2019,0.0,0.0,1.0,10.2,63319,6,91990
2021,0.0,0.0,1.0,6.4,28396,4,36868
2017,0.0,0.0,1.0,6.2,19500,4,39950
2023,0.0,1.0,0.0,7.3,10,3,33690
2023,1.0,0.0,0.0,6.9,25,4,36990
2018,0.0,0.0,1.0,10,153000,5,34900
2017,0.0,0.0,1.0,9,164860,4,19990
2007,0.0,0.0,1.0,9.3,321000,4,21999
2008,0.0,0.0,1.0,11,279105,6,14999
2010,0.0,0.0,1.0,11,161733,6,14999
2017,0.0,0.0,1.0,9.9,54642,6,31990
2022,0.0,0.0,1.0,8.2,6000,4,49950
2019,0.0,0.0,1.0,9.9,75906,6,35950
2017,0.0,0.0,1.0,8.1,81745,4,21490
2019,0.0,0.0,1.0,11.6,93723,6,41990
2022,0.0,0.0,1.0,7.3,30611,4,34950
2008,0.0,0.0,1.0,14.5,132419,8,49999
2019,0.0,0.0,1.0,9.3,86607,6,49970
2022,0.0,1.0,0.0,6,8,4,48490
2023,0.0,1.0,0.0,7.9,,4,47888
2007,0.0,0.0,1.0,,122898,,19899
2022,0.0,0.0,1.0,8.3,26743,4,49999
2019,0.0,0.0,1.0,8.9,61420,6,36880
2023,0.0,1.0,0.0,6,12,4,46990
2021,0.0,0.0,1.0,7.4,24575,4,26490
2009,0.0,0.0,1.0,8.7,173459,4,8999
2019,0.0,0.0,1.0,8.7,64490,6,76990
2017,0.0,0.0,1.0,,33630,,26950
2014,0.0,0.0,1.0,12.3,53620,8,105990
2021,0.0,0.0,1.0,8.6,57429,4,43990
2020,0.0,0.0,1.0,5.8,43664,4,20490
2021,0.0,0.0,1.0,5.9,3622,3,48888
2018,0.0,0.0,1.0,7.6,59319,4,48888
2021,0.0,0.0,1.0,6,14168,4,29895
2021,0.0,0.0,1.0,7.4,33454,4,25990
2019,0.0,0.0,1.0,5.7,45302,4,39990
2021,0.0,0.0,1.0,7.4,28834,4,28990
2018,0.0,0.0,1.0,,52414,,37888
2010,0.0,0.0,1.0,,161100,,17999
2017,0.0,0.0,1.0,8.6,42750,5,95990
2018,0.0,0.0,1.0,6.6,194201,4,19990
2018,0.0,0.0,1.0,7.5,108105,4,33749
2014,0.0,0.0,1.0,6.3,172591,4,14990
2022,0.0,0.0,1.0,6,8950,4,38750
2018,0.0,0.0,1.0,7.8,229834,4,34990
2009,0.0,0.0,1.0,7.5,193232,4,6499
2010,0.0,0.0,1.0,8,96477,4,15995
2011,0.0,0.0,1.0,13.4,128093,8,49980
2018,0.0,0.0,1.0,7.6,105161,4,35990
2014,0.0,0.0,1.0,,193117,,16950
2017,0.0,0.0,1.0,7.3,87705,4,19990
2016,0.0,0.0,1.0,6.4,93002,4,22990
2016,0.0,0.0,1.0,7.5,95312,4,27970
2011,0.0,0.0,1.0,,168069,,19950
2007,0.0,0.0,1.0,12.8,189000,6,9900
2019,0.0,0.0,1.0,7.5,54648,4,45990
2015,0.0,0.0,1.0,8.3,136005,4,14999
2015,0.0,0.0,1.0,6.1,199672,4,17799
2018,0.0,0.0,1.0,5.3,143539,4,25990
2016,0.0,0.0,1.0,,181900,,30999
2010,0.0,0.0,1.0,12.9,120110,8,25999
2009,0.0,0.0,1.0,11.4,196782,6,12990
2019,0.0,0.0,1.0,7.6,86117,4,27990
2011,0.0,0.0,1.0,,141304,,8800
2020,0.0,0.0,1.0,7.2,58301,4,24607
2019,0.0,0.0,1.0,7.7,99970,4,29999
2014,0.0,0.0,1.0,5.6,92500,4,10692
2008,0.0,0.0,1.0,8,221000,4,7999
2021,0.0,0.0,1.0,8.1,27758,4,23998
2005,0.0,0.0,1.0,14,296000,6,8900
2006,0.0,0.0,1.0,8,159534,4,9999
2013,0.0,0.0,1.0,6.1,171519,4,14995
2007,0.0,0.0,1.0,11,141281,6,16990
2016,0.0,0.0,1.0,7.7,83289,4,29990
2020,0.0,0.0,1.0,7.4,57201,4,26980
2006,0.0,0.0,1.0,9,234410,4,7999
2019,0.0,0.0,1.0,7.3,44703,4,29950
2015,0.0,0.0,1.0,5.2,132000,4,21650
2020,0.0,0.0,1.0,7.4,50865,4,25490
2020,0.0,0.0,1.0,7,106849,4,46990
2012,0.0,0.0,1.0,7.7,167145,4,16499
2013,0.0,0.0,1.0,7.8,32605,4,27990
2018,0.0,0.0,1.0,11.2,29030,4,61950
2021,0.0,0.0,1.0,6.9,15715,4,42990
2015,0.0,0.0,1.0,5.8,78254,4,23950
2013,0.0,0.0,1.0,9.2,255307,5,27990
2016,0.0,0.0,1.0,8.8,110166,4,22990
2015,0.0,0.0,1.0,9,123500,4,11990
2020,0.0,0.0,1.0,7.4,53913,4,25490
2022,0.0,1.0,0.0,6.7,10,4,20980
2023,1.0,0.0,0.0,9.5,402,4,49994
2020,0.0,0.0,1.0,7.4,54548,4,25490
2013,0.0,0.0,1.0,5.9,86852,4,8999
2005,0.0,0.0,1.0,11.5,216986,6,7990
2022,0.0,0.0,1.0,7.3,18511,4,33910
2004,0.0,0.0,1.0,0,220501,6,11995
2016,0.0,0.0,1.0,6.9,101269,4,20990
2013,0.0,0.0,1.0,7.5,102772,4,21990
2019,0.0,0.0,1.0,5.2,92881,3,19990
2018,0.0,0.0,1.0,,24410,,49950
2009,0.0,0.0,1.0,11.5,231703,4,8999
2023,0.0,1.0,0.0,8.3,22,4,69885
2013,0.0,0.0,1.0,8.1,164738,4,12990
2014,0.0,0.0,1.0,6.2,128726,4,27990
2021,0.0,0.0,1.0,7.4,23345,4,28990
2021,0.0,0.0,1.0,7.3,4150,4,48990
2012,0.0,0.0,1.0,7.6,169208,4,11950
2022,0.0,0.0,1.0,6.2,3701,4,36990
2016,0.0,0.0,1.0,4.5,79093,4,27990
2017,0.0,0.0,1.0,5.4,98121,4,64888
2008,0.0,0.0,1.0,,136381,,10999
2018,0.0,0.0,1.0,7.8,94003,4,28495
2019,0.0,0.0,1.0,5.7,44700,4,42990
2012,0.0,0.0,1.0,8.8,216057,4,12990
